Id,degree,pageranks,eigencentrality,betweenesscentrality
44977,26,0.000 ,0.055 ,331306.127 
50182,13,0.000 ,0.023 ,83217.587 
51574,2,0.000 ,0.005 ,0.000 
52747,8,0.000 ,0.015 ,18011.957 
53349,12,0.000 ,0.028 ,35515.696 
8982,3,0.000 ,0.003 ,8636.000 
15265,3,0.000 ,0.004 ,844.883 
17806,1,0.000 ,0.002 ,0.000 
17940,17,0.000 ,0.036 ,67817.830 
25773,7,0.000 ,0.010 ,22654.316 
27352,5,0.000 ,0.012 ,10085.561 
41477,5,0.000 ,0.009 ,5262.432 
44100,14,0.000 ,0.033 ,40170.200 
44674,14,0.000 ,0.022 ,36812.771 
55872,1,0.000 ,0.002 ,0.000 
56059,13,0.000 ,0.026 ,26358.662 
59190,9,0.000 ,0.014 ,23219.562 
59238,6,0.000 ,0.007 ,13234.479 
60010,8,0.000 ,0.011 ,29835.514 
62769,2,0.000 ,0.003 ,0.000 
66612,9,0.000 ,0.013 ,31722.421 
279,1,0.000 ,0.003 ,0.000 
2168,11,0.000 ,0.024 ,55224.318 
7714,2,0.000 ,0.005 ,0.000 
20253,20,0.000 ,0.039 ,107918.405 
33857,1,0.000 ,0.003 ,0.000 
38956,4,0.000 ,0.010 ,0.000 
44736,11,0.000 ,0.035 ,53608.474 
50673,4,0.000 ,0.008 ,8636.000 
52766,2,0.000 ,0.003 ,8636.000 
68367,15,0.000 ,0.030 ,32658.309 
4312,5,0.000 ,0.013 ,11569.789 
8016,4,0.000 ,0.008 ,0.000 
9281,27,0.001 ,0.053 ,278241.872 
15957,9,0.000 ,0.018 ,19846.707 
21723,4,0.000 ,0.008 ,0.000 
32017,13,0.000 ,0.022 ,125392.272 
33104,2,0.000 ,0.004 ,0.000 
43517,8,0.000 ,0.012 ,15887.297 
45446,8,0.000 ,0.012 ,15887.297 
56520,3,0.000 ,0.007 ,0.000 
19159,7,0.000 ,0.015 ,57391.012 
23420,53,0.001 ,0.158 ,699396.154 
37295,3,0.000 ,0.031 ,4152.545 
63173,4,0.000 ,0.014 ,3960.130 
4127,10,0.000 ,0.029 ,80300.115 
15678,10,0.000 ,0.032 ,36884.390 
24304,5,0.000 ,0.010 ,17032.079 
25929,8,0.000 ,0.026 ,44809.881 
26122,31,0.001 ,0.091 ,238248.187 
26771,2,0.000 ,0.011 ,0.000 
29373,27,0.000 ,0.125 ,119467.596 
29437,32,0.000 ,0.151 ,103437.288 
31059,2,0.000 ,0.011 ,2805.933 
42067,14,0.000 ,0.054 ,35248.152 
42687,8,0.000 ,0.045 ,45320.825 
44370,10,0.000 ,0.053 ,15462.363 
44392,10,0.000 ,0.046 ,19051.678 
45486,1,0.000 ,0.008 ,0.000 
46660,23,0.000 ,0.032 ,181857.311 
50736,16,0.000 ,0.064 ,62197.553 
55934,2,0.000 ,0.009 ,0.000 
60368,15,0.000 ,0.062 ,85368.010 
66186,1,0.000 ,0.008 ,0.000 
66664,6,0.000 ,0.032 ,5353.106 
67174,1,0.000 ,0.008 ,0.000 
777,5,0.000 ,0.019 ,1610.742 
1779,2,0.000 ,0.012 ,0.000 
7255,9,0.000 ,0.027 ,11017.874 
19747,5,0.000 ,0.032 ,109.599 
20484,7,0.000 ,0.025 ,1341.343 
21549,5,0.000 ,0.014 ,11748.902 
22189,10,0.000 ,0.022 ,80273.379 
26127,8,0.000 ,0.025 ,29607.514 
31998,5,0.000 ,0.014 ,2407.259 
34787,26,0.000 ,0.049 ,133007.268 
62824,21,0.000 ,0.085 ,102273.009 
65788,5,0.000 ,0.021 ,522.294 
67701,26,0.000 ,0.127 ,113993.644 
14511,1,0.000 ,0.003 ,0.000 
50586,3,0.000 ,0.006 ,0.000 
4632,5,0.000 ,0.023 ,1445.351 
6156,5,0.000 ,0.021 ,170.508 
6379,8,0.000 ,0.062 ,2829.559 
17031,2,0.000 ,0.010 ,0.000 
19721,3,0.000 ,0.012 ,0.000 
26381,6,0.000 ,0.034 ,819.604 
30610,2,0.000 ,0.010 ,0.000 
35135,5,0.000 ,0.021 ,170.508 
38096,3,0.000 ,0.022 ,0.000 
45692,19,0.000 ,0.078 ,131599.244 
46718,12,0.000 ,0.056 ,30110.856 
48002,18,0.000 ,0.076 ,90790.291 
49466,6,0.000 ,0.024 ,9090.906 
50288,6,0.000 ,0.041 ,1032.322 
51327,19,0.000 ,0.109 ,50641.930 
62015,12,0.000 ,0.054 ,46716.505 
16958,12,0.000 ,0.050 ,32113.401 
30500,1,0.000 ,0.001 ,0.000 
62691,6,0.000 ,0.006 ,28710.504 
11281,5,0.000 ,0.007 ,20035.997 
20618,2,0.000 ,0.002 ,788.354 
52861,1,0.000 ,0.001 ,0.000 
67406,5,0.000 ,0.007 ,17641.403 
5511,2,0.000 ,0.008 ,0.000 
15912,3,0.000 ,0.012 ,374.039 
21762,8,0.000 ,0.020 ,13667.956 
28090,5,0.000 ,0.024 ,900.306 
59078,2,0.000 ,0.008 ,0.000 
59882,7,0.000 ,0.036 ,7317.547 
65786,16,0.000 ,0.047 ,32932.432 
9395,3,0.000 ,0.007 ,307.060 
11531,1,0.000 ,0.004 ,0.000 
12378,1,0.000 ,0.004 ,0.000 
24201,1,0.000 ,0.004 ,0.000 
49303,1,0.000 ,0.004 ,0.000 
65379,7,0.000 ,0.018 ,15205.080 
30037,8,0.000 ,0.011 ,19555.729 
11977,6,0.000 ,0.010 ,3718.361 
14402,5,0.000 ,0.006 ,1428.576 
23297,9,0.000 ,0.015 ,26511.020 
28594,13,0.000 ,0.026 ,20193.642 
34002,2,0.000 ,0.004 ,0.000 
38818,13,0.000 ,0.016 ,57198.010 
39162,4,0.000 ,0.006 ,0.000 
13388,12,0.000 ,0.062 ,8598.960 
8301,21,0.000 ,0.078 ,32760.148 
16733,8,0.000 ,0.037 ,1205.824 
20901,8,0.000 ,0.054 ,12086.626 
28847,8,0.000 ,0.053 ,24765.729 
40663,9,0.000 ,0.066 ,9337.961 
45181,17,0.000 ,0.078 ,21871.002 
39366,8,0.000 ,0.038 ,33643.324 
2472,2,0.000 ,0.005 ,0.000 
13292,3,0.000 ,0.006 ,1283.253 
39348,1,0.000 ,0.002 ,0.000 
19519,2,0.000 ,0.003 ,0.000 
1691,5,0.000 ,0.009 ,11265.073 
63462,16,0.000 ,0.036 ,115529.649 
26997,14,0.000 ,0.069 ,74568.043 
19045,9,0.000 ,0.026 ,24687.305 
28671,4,0.000 ,0.010 ,20459.212 
54128,1,0.000 ,0.002 ,0.000 
60177,2,0.000 ,0.002 ,8636.000 
66561,14,0.000 ,0.028 ,78270.432 
66593,4,0.000 ,0.004 ,3460.105 
2022,7,0.000 ,0.021 ,1372.507 
25844,19,0.000 ,0.039 ,112024.136 
62302,19,0.000 ,0.037 ,87342.167 
62682,5,0.000 ,0.007 ,10237.460 
8803,6,0.000 ,0.009 ,2942.027 
8570,8,0.000 ,0.014 ,12398.180 
20340,2,0.000 ,0.004 ,0.000 
35023,2,0.000 ,0.004 ,0.000 
42446,2,0.000 ,0.004 ,0.000 
9186,4,0.000 ,0.006 ,0.000 
10064,8,0.000 ,0.046 ,12487.705 
18125,8,0.000 ,0.010 ,20590.406 
28857,9,0.000 ,0.014 ,22610.736 
33650,29,0.000 ,0.108 ,232701.768 
61612,4,0.000 ,0.006 ,0.000 
46759,5,0.000 ,0.009 ,9451.270 
17481,3,0.000 ,0.004 ,17270.000 
15851,2,0.000 ,0.001 ,0.000 
47646,2,0.000 ,0.001 ,0.000 
443,3,0.000 ,0.005 ,0.000 
1937,5,0.000 ,0.007 ,12408.800 
5443,3,0.000 ,0.005 ,0.000 
6773,6,0.000 ,0.012 ,3523.155 
22846,2,0.000 ,0.004 ,0.000 
34813,4,0.000 ,0.009 ,11263.129 
39731,4,0.000 ,0.010 ,0.000 
65687,14,0.000 ,0.025 ,33926.310 
25799,3,0.000 ,0.002 ,17270.000 
1283,5,0.000 ,0.010 ,6672.574 
46981,2,0.000 ,0.003 ,0.000 
25820,11,0.000 ,0.018 ,19023.195 
35001,4,0.000 ,0.011 ,1269.579 
35439,6,0.000 ,0.012 ,5935.144 
49764,12,0.000 ,0.048 ,59880.019 
47200,17,0.000 ,0.095 ,23168.386 
9081,2,0.000 ,0.009 ,0.000 
17235,15,0.000 ,0.050 ,21212.731 
17289,40,0.000 ,0.219 ,139685.358 
19808,13,0.000 ,0.087 ,16645.236 
34101,17,0.000 ,0.068 ,23535.557 
37647,15,0.000 ,0.042 ,39171.639 
51984,16,0.000 ,0.065 ,32550.688 
54615,16,0.000 ,0.048 ,68037.749 
61357,3,0.000 ,0.021 ,697.636 
61879,27,0.000 ,0.144 ,209505.298 
63613,17,0.000 ,0.056 ,44191.977 
42995,28,0.000 ,0.103 ,167541.595 
3423,37,0.001 ,0.094 ,398701.425 
976,8,0.000 ,0.021 ,25502.324 
3127,5,0.000 ,0.015 ,536.083 
5745,23,0.000 ,0.065 ,213872.261 
9483,9,0.000 ,0.024 ,8298.932 
12961,6,0.000 ,0.014 ,29584.983 
14958,12,0.000 ,0.031 ,28551.780 
20732,16,0.000 ,0.037 ,44134.162 
21952,21,0.000 ,0.051 ,230601.944 
25451,4,0.000 ,0.010 ,8636.000 
26860,16,0.000 ,0.042 ,124110.849 
32749,18,0.000 ,0.047 ,275216.370 
37538,22,0.000 ,0.053 ,153495.226 
37887,6,0.000 ,0.019 ,9425.786 
38831,5,0.000 ,0.019 ,0.000 
40528,7,0.000 ,0.018 ,54945.953 
44022,13,0.000 ,0.026 ,77608.612 
52690,16,0.000 ,0.074 ,112936.766 
53192,6,0.000 ,0.014 ,21247.905 
55119,20,0.000 ,0.042 ,107153.506 
55555,11,0.000 ,0.020 ,27398.978 
56485,3,0.000 ,0.009 ,0.000 
56628,7,0.000 ,0.026 ,3231.656 
57942,18,0.000 ,0.038 ,102798.803 
58133,13,0.000 ,0.041 ,38544.761 
58301,13,0.000 ,0.031 ,59088.398 
58685,16,0.000 ,0.037 ,62481.820 
60665,10,0.000 ,0.026 ,35333.618 
61830,7,0.000 ,0.017 ,16155.890 
66898,7,0.000 ,0.020 ,1937.811 
8366,3,0.000 ,0.011 ,0.000 
25239,18,0.000 ,0.058 ,132868.748 
25502,7,0.000 ,0.013 ,7303.249 
35455,12,0.000 ,0.044 ,222989.805 
37108,27,0.001 ,0.037 ,142899.161 
41595,5,0.000 ,0.015 ,10531.107 
60295,10,0.000 ,0.017 ,76762.862 
62762,7,0.000 ,0.013 ,7303.249 
64352,15,0.000 ,0.038 ,100252.243 
4241,9,0.000 ,0.013 ,67038.441 
5799,9,0.000 ,0.018 ,41218.039 
23324,3,0.000 ,0.008 ,0.000 
42399,7,0.000 ,0.011 ,21747.876 
47884,9,0.000 ,0.011 ,60641.058 
51411,3,0.000 ,0.008 ,6558.097 
58189,4,0.000 ,0.008 ,0.000 
62508,6,0.000 ,0.009 ,19542.830 
63423,12,0.000 ,0.014 ,124761.721 
515,9,0.000 ,0.016 ,19828.954 
22691,6,0.000 ,0.007 ,14859.538 
35836,2,0.000 ,0.003 ,0.000 
47832,2,0.000 ,0.004 ,0.000 
66534,3,0.000 ,0.005 ,0.500 
13750,6,0.000 ,0.017 ,9730.788 
15826,15,0.000 ,0.042 ,254214.457 
20064,4,0.000 ,0.016 ,0.000 
22692,2,0.000 ,0.013 ,0.000 
31145,21,0.000 ,0.032 ,184943.133 
46703,5,0.000 ,0.033 ,14011.698 
53498,3,0.000 ,0.014 ,9737.255 
61247,7,0.000 ,0.034 ,4183.941 
64813,18,0.000 ,0.074 ,133432.664 
23752,5,0.000 ,0.006 ,18452.012 
23345,17,0.000 ,0.012 ,120781.647 
28697,7,0.000 ,0.013 ,92320.083 
37876,5,0.000 ,0.008 ,7954.630 
50814,11,0.000 ,0.014 ,58668.103 
53695,5,0.000 ,0.007 ,2266.055 
823,8,0.000 ,0.010 ,32376.015 
13761,3,0.000 ,0.004 ,0.000 
19669,4,0.000 ,0.008 ,7625.458 
47217,7,0.000 ,0.008 ,41577.846 
54262,2,0.000 ,0.003 ,0.000 
3769,3,0.000 ,0.007 ,1483.710 
12498,2,0.000 ,0.004 ,0.000 
47509,22,0.000 ,0.045 ,355517.015 
52373,10,0.000 ,0.015 ,32643.936 
2172,4,0.000 ,0.005 ,8636.000 
4436,31,0.001 ,0.048 ,365372.516 
11530,5,0.000 ,0.009 ,6784.860 
16619,20,0.000 ,0.034 ,212103.588 
19893,29,0.001 ,0.061 ,221578.789 
29959,8,0.000 ,0.017 ,15209.873 
30077,5,0.000 ,0.006 ,16440.766 
31839,2,0.000 ,0.004 ,0.000 
36148,8,0.000 ,0.015 ,0.000 
40987,6,0.000 ,0.007 ,101319.479 
46634,6,0.000 ,0.014 ,0.000 
49964,6,0.000 ,0.014 ,0.000 
54576,6,0.000 ,0.014 ,0.000 
56274,4,0.000 ,0.009 ,13531.078 
57673,9,0.000 ,0.019 ,46229.484 
63511,5,0.000 ,0.006 ,25902.000 
68324,3,0.000 ,0.005 ,0.000 
5566,1,0.000 ,0.011 ,0.000 
49517,2,0.000 ,0.014 ,0.000 
48571,1,0.000 ,0.004 ,0.000 
33209,2,0.000 ,0.003 ,0.000 
50149,14,0.000 ,0.025 ,186499.840 
52964,3,0.000 ,0.005 ,619.577 
53722,3,0.000 ,0.008 ,0.000 
55158,12,0.000 ,0.029 ,93160.893 
42481,4,0.000 ,0.008 ,1473.703 
60519,3,0.000 ,0.015 ,4639.894 
67605,11,0.000 ,0.015 ,29077.646 
7335,11,0.000 ,0.062 ,6075.994 
10024,5,0.000 ,0.036 ,55.446 
16925,4,0.000 ,0.029 ,0.000 
30073,10,0.000 ,0.071 ,5302.694 
32067,10,0.000 ,0.099 ,3314.526 
1121,4,0.000 ,0.016 ,143.922 
1695,3,0.000 ,0.011 ,0.000 
6302,7,0.000 ,0.024 ,22499.527 
23480,1,0.000 ,0.005 ,0.000 
26467,9,0.000 ,0.036 ,3080.326 
1590,14,0.000 ,0.030 ,40313.435 
4999,6,0.000 ,0.019 ,0.000 
14381,18,0.000 ,0.047 ,102906.831 
19491,4,0.000 ,0.017 ,8033.022 
19818,2,0.000 ,0.007 ,3531.792 
20427,3,0.000 ,0.013 ,0.000 
21800,4,0.000 ,0.020 ,562.130 
25027,7,0.000 ,0.036 ,11939.963 
26808,1,0.000 ,0.007 ,0.000 
39728,3,0.000 ,0.010 ,3636.805 
42068,2,0.000 ,0.008 ,0.000 
44831,6,0.000 ,0.023 ,18734.811 
53601,34,0.001 ,0.068 ,275426.025 
53707,8,0.000 ,0.020 ,50900.785 
54652,19,0.000 ,0.067 ,75657.730 
56482,8,0.000 ,0.024 ,5798.196 
61950,11,0.000 ,0.027 ,25285.148 
68737,6,0.000 ,0.019 ,0.000 
40100,3,0.000 ,0.004 ,0.000 
50709,4,0.000 ,0.005 ,318.589 
53974,13,0.000 ,0.015 ,22655.402 
41792,8,0.000 ,0.009 ,11000.949 
11069,5,0.000 ,0.013 ,12925.248 
14903,8,0.000 ,0.013 ,10024.939 
41238,13,0.000 ,0.016 ,89186.678 
43822,7,0.000 ,0.011 ,9915.803 
44804,1,0.000 ,0.002 ,0.000 
50616,5,0.000 ,0.006 ,2785.513 
66399,7,0.000 ,0.019 ,29117.244 
4842,2,0.000 ,0.002 ,0.000 
11458,11,0.000 ,0.014 ,63350.117 
13239,5,0.000 ,0.008 ,13850.540 
51266,7,0.000 ,0.008 ,8054.600 
6608,6,0.000 ,0.005 ,35040.122 
16339,4,0.000 ,0.007 ,1752.361 
37486,3,0.000 ,0.004 ,0.000 
49223,5,0.000 ,0.007 ,508.603 
59908,9,0.000 ,0.018 ,23862.591 
2784,9,0.000 ,0.021 ,25285.116 
5665,4,0.000 ,0.007 ,444.712 
17198,10,0.000 ,0.028 ,22269.816 
51245,5,0.000 ,0.006 ,2373.178 
51482,5,0.000 ,0.009 ,10659.955 
60084,7,0.000 ,0.021 ,16180.383 
10787,4,0.000 ,0.022 ,3397.726 
28549,8,0.000 ,0.021 ,38651.209 
30579,7,0.000 ,0.014 ,4885.911 
39534,8,0.000 ,0.025 ,4789.448 
61453,2,0.000 ,0.004 ,0.000 
4700,5,0.000 ,0.017 ,23866.345 
6435,25,0.001 ,0.059 ,233077.458 
6622,5,0.000 ,0.029 ,11495.428 
10840,5,0.000 ,0.018 ,7815.532 
13717,8,0.000 ,0.038 ,13678.683 
20152,17,0.000 ,0.040 ,183878.915 
20921,17,0.000 ,0.036 ,94732.018 
23037,4,0.000 ,0.015 ,17685.186 
24986,11,0.000 ,0.043 ,101875.742 
32773,7,0.000 ,0.017 ,15073.748 
34855,2,0.000 ,0.013 ,0.000 
43686,28,0.000 ,0.097 ,260831.017 
44262,51,0.001 ,0.162 ,1155825.225 
48212,6,0.000 ,0.023 ,12458.358 
50231,14,0.000 ,0.026 ,75755.222 
51876,8,0.000 ,0.040 ,80227.697 
53746,4,0.000 ,0.015 ,35902.817 
58622,10,0.000 ,0.031 ,59750.723 
60885,8,0.000 ,0.038 ,15592.608 
63252,7,0.000 ,0.019 ,32323.514 
63504,19,0.000 ,0.057 ,169855.313 
21568,3,0.000 ,0.007 ,8636.000 
21978,11,0.000 ,0.036 ,56951.892 
23901,14,0.000 ,0.033 ,67006.520 
10991,3,0.000 ,0.004 ,0.000 
22280,5,0.000 ,0.007 ,31226.538 
23666,3,0.000 ,0.005 ,3160.208 
28138,7,0.000 ,0.007 ,25558.868 
38204,3,0.000 ,0.004 ,0.000 
50302,1,0.000 ,0.003 ,0.000 
55180,5,0.000 ,0.009 ,9119.214 
64658,11,0.000 ,0.011 ,60904.628 
54919,3,0.000 ,0.004 ,8636.000 
68147,3,0.000 ,0.006 ,8636.000 
45015,5,0.000 ,0.012 ,14119.404 
51761,11,0.000 ,0.026 ,57945.180 
67299,3,0.000 ,0.011 ,437.586 
7668,9,0.000 ,0.028 ,50043.373 
11286,4,0.000 ,0.020 ,5725.601 
16796,18,0.000 ,0.041 ,113917.600 
24645,7,0.000 ,0.019 ,34430.197 
27799,6,0.000 ,0.025 ,25573.272 
27876,4,0.000 ,0.027 ,5214.981 
29595,42,0.001 ,0.172 ,447561.183 
29725,6,0.000 ,0.033 ,8307.465 
32324,9,0.000 ,0.030 ,36178.906 
33512,45,0.001 ,0.191 ,374963.586 
33782,16,0.000 ,0.065 ,92520.347 
35037,3,0.000 ,0.016 ,0.000 
35488,5,0.000 ,0.033 ,0.000 
43913,4,0.000 ,0.014 ,20134.942 
49105,10,0.000 ,0.032 ,35734.087 
65284,10,0.000 ,0.030 ,87614.973 
65368,6,0.000 ,0.021 ,32222.206 
66996,2,0.000 ,0.017 ,0.000 
10079,2,0.000 ,0.007 ,0.000 
14411,1,0.000 ,0.003 ,0.000 
26304,25,0.000 ,0.088 ,359055.348 
28019,5,0.000 ,0.017 ,9262.319 
38705,5,0.000 ,0.014 ,38768.677 
47541,10,0.000 ,0.039 ,18088.040 
48387,22,0.000 ,0.046 ,221004.143 
21934,22,0.000 ,0.029 ,129249.623 
35736,11,0.000 ,0.029 ,34700.783 
50682,1,0.000 ,0.002 ,0.000 
25329,3,0.000 ,0.002 ,0.000 
40434,5,0.000 ,0.004 ,4898.204 
53733,5,0.000 ,0.004 ,16927.935 
38824,1,0.000 ,0.007 ,0.000 
52253,2,0.000 ,0.011 ,0.000 
13586,1,0.000 ,0.003 ,0.000 
39434,7,0.000 ,0.010 ,32549.394 
1306,6,0.000 ,0.021 ,9174.840 
1511,7,0.000 ,0.023 ,20223.007 
3873,16,0.000 ,0.028 ,93732.031 
4533,5,0.000 ,0.014 ,17583.827 
6859,11,0.000 ,0.029 ,61214.959 
7048,24,0.000 ,0.095 ,195897.846 
10633,3,0.000 ,0.013 ,1610.182 
12230,2,0.000 ,0.008 ,11371.076 
15662,15,0.000 ,0.020 ,115756.140 
17470,11,0.000 ,0.030 ,22387.775 
18342,2,0.000 ,0.007 ,1346.535 
24805,4,0.000 ,0.008 ,17270.000 
39095,5,0.000 ,0.015 ,10780.141 
46995,3,0.000 ,0.015 ,0.000 
47064,3,0.000 ,0.007 ,12056.860 
48624,5,0.000 ,0.016 ,13238.226 
49951,4,0.000 ,0.021 ,0.000 
50002,10,0.000 ,0.022 ,94594.669 
56473,23,0.000 ,0.043 ,106476.154 
60453,6,0.000 ,0.023 ,13654.916 
61556,22,0.000 ,0.064 ,218982.418 
64426,5,0.000 ,0.011 ,15141.635 
66247,12,0.000 ,0.028 ,38949.604 
24165,12,0.000 ,0.039 ,130877.884 
30772,4,0.000 ,0.026 ,0.000 
50620,5,0.000 ,0.019 ,42696.222 
67493,20,0.000 ,0.033 ,206336.501 
28292,9,0.000 ,0.050 ,3248.669 
34822,1,0.000 ,0.010 ,0.000 
42618,2,0.000 ,0.015 ,406.610 
43811,3,0.000 ,0.012 ,19918.466 
47602,2,0.000 ,0.015 ,0.000 
2079,3,0.000 ,0.014 ,36120.225 
2177,13,0.000 ,0.071 ,27687.285 
14934,4,0.000 ,0.025 ,1107.085 
23533,3,0.000 ,0.017 ,0.000 
28179,7,0.000 ,0.035 ,725.156 
35025,2,0.000 ,0.015 ,0.000 
38142,11,0.000 ,0.083 ,9183.419 
38145,3,0.000 ,0.016 ,8636.000 
39037,7,0.000 ,0.047 ,11754.115 
45417,12,0.000 ,0.054 ,8509.859 
45963,9,0.000 ,0.035 ,33926.383 
48427,10,0.000 ,0.024 ,42398.026 
50989,5,0.000 ,0.020 ,1600.416 
52761,3,0.000 ,0.018 ,5760.130 
56602,13,0.000 ,0.055 ,67655.062 
65940,7,0.000 ,0.022 ,32503.074 
17876,7,0.000 ,0.010 ,42736.436 
17911,12,0.000 ,0.028 ,97397.619 
22209,3,0.000 ,0.008 ,0.000 
23127,3,0.000 ,0.008 ,0.000 
23764,2,0.000 ,0.006 ,0.000 
25249,7,0.000 ,0.013 ,14869.560 
25789,10,0.000 ,0.014 ,66171.863 
30481,4,0.000 ,0.025 ,0.000 
30997,11,0.000 ,0.025 ,67652.285 
36398,5,0.000 ,0.008 ,7180.575 
38122,6,0.000 ,0.012 ,69921.840 
41826,1,0.000 ,0.005 ,0.000 
44004,3,0.000 ,0.007 ,0.000 
44454,5,0.000 ,0.009 ,83.329 
53137,6,0.000 ,0.009 ,54842.535 
53238,21,0.000 ,0.080 ,305111.542 
66848,3,0.000 ,0.008 ,0.000 
9557,6,0.000 ,0.017 ,14292.833 
15874,19,0.000 ,0.021 ,92748.440 
23130,2,0.000 ,0.004 ,0.000 
30847,2,0.000 ,0.004 ,0.000 
47053,1,0.000 ,0.002 ,0.000 
8307,20,0.000 ,0.139 ,0.000 
10598,20,0.000 ,0.139 ,0.000 
14945,20,0.000 ,0.139 ,0.000 
16685,20,0.000 ,0.139 ,0.000 
16687,22,0.000 ,0.144 ,47507.337 
18424,6,0.000 ,0.017 ,11778.399 
18432,3,0.000 ,0.014 ,5639.842 
20820,2,0.000 ,0.011 ,0.000 
22726,20,0.000 ,0.139 ,0.000 
23072,20,0.000 ,0.139 ,0.000 
23687,20,0.000 ,0.139 ,0.000 
28356,3,0.000 ,0.016 ,2626.296 
28723,3,0.000 ,0.013 ,12678.702 
29335,20,0.000 ,0.139 ,0.000 
31503,20,0.000 ,0.139 ,0.000 
32719,20,0.000 ,0.139 ,0.000 
36255,9,0.000 ,0.020 ,56931.169 
38965,20,0.000 ,0.139 ,0.000 
40370,20,0.000 ,0.139 ,0.000 
47339,7,0.000 ,0.018 ,21006.001 
50270,10,0.000 ,0.027 ,84435.937 
57830,20,0.000 ,0.139 ,0.000 
61292,20,0.000 ,0.139 ,0.000 
62494,20,0.000 ,0.139 ,0.000 
63707,20,0.000 ,0.139 ,0.000 
65091,20,0.000 ,0.139 ,0.000 
65516,8,0.000 ,0.024 ,29493.523 
67872,20,0.000 ,0.139 ,0.000 
68368,20,0.000 ,0.139 ,0.000 
12699,2,0.000 ,0.004 ,0.000 
59361,3,0.000 ,0.007 ,16.929 
9317,4,0.000 ,0.006 ,12426.494 
55517,3,0.000 ,0.006 ,0.000 
56867,11,0.000 ,0.016 ,42031.447 
6814,5,0.000 ,0.013 ,2448.056 
20655,13,0.000 ,0.021 ,19658.873 
24866,2,0.000 ,0.005 ,0.000 
24885,3,0.000 ,0.011 ,0.000 
34810,8,0.000 ,0.016 ,4864.843 
35114,3,0.000 ,0.006 ,0.000 
56194,2,0.000 ,0.005 ,0.000 
1827,11,0.000 ,0.076 ,17234.206 
52883,12,0.000 ,0.077 ,14130.792 
65223,2,0.000 ,0.016 ,0.000 
7187,3,0.000 ,0.014 ,0.000 
8025,14,0.000 ,0.069 ,54259.135 
21588,2,0.000 ,0.011 ,0.000 
30313,15,0.000 ,0.042 ,77563.358 
38001,5,0.000 ,0.026 ,0.000 
47074,5,0.000 ,0.016 ,17270.000 
47317,15,0.000 ,0.044 ,163295.932 
52116,25,0.000 ,0.130 ,92477.621 
56798,7,0.000 ,0.014 ,34537.000 
60810,3,0.000 ,0.013 ,0.000 
67243,1,0.000 ,0.005 ,0.000 
414,9,0.000 ,0.016 ,118233.452 
5764,13,0.000 ,0.031 ,93908.909 
9681,2,0.000 ,0.006 ,0.000 
9746,27,0.001 ,0.068 ,603094.107 
16611,2,0.000 ,0.010 ,0.000 
18191,12,0.000 ,0.029 ,52981.590 
18541,2,0.000 ,0.006 ,0.000 
21912,2,0.000 ,0.006 ,0.000 
23023,6,0.000 ,0.012 ,6842.012 
30783,6,0.000 ,0.013 ,12106.360 
31881,2,0.000 ,0.006 ,0.000 
34646,7,0.000 ,0.022 ,33706.185 
42597,2,0.000 ,0.007 ,0.000 
67268,3,0.000 ,0.012 ,25902.000 
68278,3,0.000 ,0.010 ,20026.392 
1099,13,0.000 ,0.040 ,70891.733 
19299,9,0.000 ,0.029 ,20033.339 
25856,7,0.000 ,0.030 ,9147.984 
43016,6,0.000 ,0.028 ,6952.010 
67230,2,0.000 ,0.023 ,540.474 
11199,3,0.000 ,0.004 ,17270.000 
13872,13,0.000 ,0.044 ,58009.002 
30881,10,0.000 ,0.037 ,6862.953 
36417,1,0.000 ,0.003 ,0.000 
1579,3,0.000 ,0.005 ,466.412 
2123,3,0.000 ,0.006 ,0.000 
9656,12,0.000 ,0.020 ,43564.368 
17965,2,0.000 ,0.004 ,0.000 
25764,5,0.000 ,0.006 ,9883.774 
29302,2,0.000 ,0.005 ,0.000 
30798,2,0.000 ,0.004 ,0.000 
38384,4,0.000 ,0.007 ,1558.056 
41948,4,0.000 ,0.007 ,11914.734 
44937,2,0.000 ,0.007 ,0.000 
44947,5,0.000 ,0.010 ,11237.031 
50183,1,0.000 ,0.003 ,0.000 
59990,3,0.000 ,0.005 ,1778.402 
61343,4,0.000 ,0.007 ,296.625 
480,5,0.000 ,0.017 ,21569.276 
1191,1,0.000 ,0.005 ,0.000 
4871,3,0.000 ,0.016 ,97.384 
5064,1,0.000 ,0.005 ,0.000 
31268,10,0.000 ,0.018 ,49096.612 
35665,10,0.000 ,0.032 ,50109.157 
45107,26,0.000 ,0.098 ,249421.388 
54123,2,0.000 ,0.008 ,0.000 
55973,1,0.000 ,0.005 ,0.000 
25290,3,0.000 ,0.021 ,0.000 
3572,21,0.000 ,0.072 ,159481.358 
4394,9,0.000 ,0.033 ,17136.689 
7396,3,0.000 ,0.012 ,0.000 
10994,4,0.000 ,0.022 ,0.000 
22342,6,0.000 ,0.010 ,27827.885 
34990,4,0.000 ,0.008 ,0.000 
39183,4,0.000 ,0.008 ,0.000 
40634,6,0.000 ,0.009 ,17271.000 
45027,4,0.000 ,0.008 ,0.000 
50830,10,0.000 ,0.024 ,102958.391 
52719,4,0.000 ,0.027 ,2154.982 
63736,3,0.000 ,0.008 ,21292.441 
12993,8,0.000 ,0.031 ,20828.853 
42918,2,0.000 ,0.016 ,0.000 
