Id,Name,degree,pageranks,eigencentrality,betweenesscentrality
1863,6622,5,0.000 ,0.029 ,11495.428 
1864,10840,5,0.000 ,0.018 ,7815.532 
1865,13717,8,0.000 ,0.038 ,13678.683 
1866,20152,17,0.000 ,0.040 ,183878.915 
1867,20921,17,0.000 ,0.036 ,94732.018 
1868,23037,4,0.000 ,0.015 ,17685.186 
1869,24986,11,0.000 ,0.043 ,101875.742 
1870,32773,7,0.000 ,0.017 ,15073.748 
1871,34855,2,0.000 ,0.013 ,0.000 
1872,43686,28,0.000 ,0.097 ,260831.017 
1873,44262,51,0.001 ,0.162 ,1155825.225 
1874,48212,6,0.000 ,0.023 ,12458.358 
1875,50231,14,0.000 ,0.026 ,75755.222 
1876,51876,8,0.000 ,0.040 ,80227.697 
1877,53746,4,0.000 ,0.015 ,35902.817 
1878,58622,10,0.000 ,0.031 ,59750.723 
1879,60885,8,0.000 ,0.038 ,15592.608 
1880,63252,7,0.000 ,0.019 ,32323.514 
1881,63504,19,0.000 ,0.057 ,169855.313 
1882,21568,3,0.000 ,0.007 ,8636.000 
1883,21978,11,0.000 ,0.036 ,56951.892 
1884,23901,14,0.000 ,0.033 ,67006.520 
1885,10991,3,0.000 ,0.004 ,0.000 
1886,22280,5,0.000 ,0.007 ,31226.538 
1887,23666,3,0.000 ,0.005 ,3160.208 
1888,28138,7,0.000 ,0.007 ,25558.868 
1889,38204,3,0.000 ,0.004 ,0.000 
1890,50302,1,0.000 ,0.003 ,0.000 
1891,55180,5,0.000 ,0.009 ,9119.214 
1892,64658,11,0.000 ,0.011 ,60904.628 
1893,54919,3,0.000 ,0.004 ,8636.000 
1894,68147,3,0.000 ,0.006 ,8636.000 
1895,45015,5,0.000 ,0.012 ,14119.404 
1896,51761,11,0.000 ,0.026 ,57945.180 
1897,67299,3,0.000 ,0.011 ,437.586 
1898,7668,9,0.000 ,0.028 ,50043.373 
1899,11286,4,0.000 ,0.020 ,5725.601 
1900,16796,18,0.000 ,0.041 ,113917.600 
1901,24645,7,0.000 ,0.019 ,34430.197 
1902,27799,6,0.000 ,0.025 ,25573.272 
1903,27876,4,0.000 ,0.027 ,5214.981 
1904,29595,42,0.001 ,0.172 ,447561.183 
1905,29725,6,0.000 ,0.033 ,8307.465 
1906,32324,9,0.000 ,0.030 ,36178.906 
1907,33512,45,0.001 ,0.191 ,374963.586 
1908,33782,16,0.000 ,0.065 ,92520.347 
1909,35037,3,0.000 ,0.016 ,0.000 
1910,35488,5,0.000 ,0.033 ,0.000 
1911,43913,4,0.000 ,0.014 ,20134.942 
1912,49105,10,0.000 ,0.032 ,35734.087 
1913,65284,10,0.000 ,0.030 ,87614.973 
1914,65368,6,0.000 ,0.021 ,32222.206 
1915,66996,2,0.000 ,0.017 ,0.000 
1916,10079,2,0.000 ,0.007 ,0.000 
1917,14411,1,0.000 ,0.003 ,0.000 
1918,26304,25,0.000 ,0.088 ,359055.348 
1919,28019,5,0.000 ,0.017 ,9262.319 
1920,38705,5,0.000 ,0.014 ,38768.677 
1921,47541,10,0.000 ,0.039 ,18088.040 
1922,48387,22,0.000 ,0.046 ,221004.143 
1923,21934,22,0.000 ,0.029 ,129249.623 
1924,35736,11,0.000 ,0.029 ,34700.783 
1925,50682,1,0.000 ,0.002 ,0.000 
1926,25329,3,0.000 ,0.002 ,0.000 
1927,40434,5,0.000 ,0.004 ,4898.204 
1928,53733,5,0.000 ,0.004 ,16927.935 
1929,38824,1,0.000 ,0.007 ,0.000 
1930,52253,2,0.000 ,0.011 ,0.000 
1931,13586,1,0.000 ,0.003 ,0.000 
1932,39434,7,0.000 ,0.010 ,32549.394 
1933,1306,6,0.000 ,0.021 ,9174.840 
1934,1511,7,0.000 ,0.023 ,20223.007 
1935,3873,16,0.000 ,0.028 ,93732.031 
1936,4533,5,0.000 ,0.014 ,17583.827 
1937,6859,11,0.000 ,0.029 ,61214.959 
1938,7048,24,0.000 ,0.095 ,195897.846 
1939,10633,3,0.000 ,0.013 ,1610.182 
1940,12230,2,0.000 ,0.008 ,11371.076 
1941,15662,15,0.000 ,0.020 ,115756.140 
1942,17470,11,0.000 ,0.030 ,22387.775 
1943,18342,2,0.000 ,0.007 ,1346.535 
1944,24805,4,0.000 ,0.008 ,17270.000 
1945,39095,5,0.000 ,0.015 ,10780.141 
1946,46995,3,0.000 ,0.015 ,0.000 
1947,47064,3,0.000 ,0.007 ,12056.860 
1948,48624,5,0.000 ,0.016 ,13238.226 
1949,49951,4,0.000 ,0.021 ,0.000 
1950,50002,10,0.000 ,0.022 ,94594.669 
1951,56473,23,0.000 ,0.043 ,106476.154 
1952,60453,6,0.000 ,0.023 ,13654.916 
1953,61556,22,0.000 ,0.064 ,218982.418 
1954,64426,5,0.000 ,0.011 ,15141.635 
1955,66247,12,0.000 ,0.028 ,38949.604 
1956,24165,12,0.000 ,0.039 ,130877.884 
1957,30772,4,0.000 ,0.026 ,0.000 
1958,50620,5,0.000 ,0.019 ,42696.222 
1959,67493,20,0.000 ,0.033 ,206336.501 
1960,28292,9,0.000 ,0.050 ,3248.669 
1961,34822,1,0.000 ,0.010 ,0.000 
1962,42618,2,0.000 ,0.015 ,406.610 
1963,43811,3,0.000 ,0.012 ,19918.466 
1964,47602,2,0.000 ,0.015 ,0.000 
1965,2079,3,0.000 ,0.014 ,36120.225 
1966,2177,13,0.000 ,0.071 ,27687.285 
1967,14934,4,0.000 ,0.025 ,1107.085 
1968,23533,3,0.000 ,0.017 ,0.000 
1969,28179,7,0.000 ,0.035 ,725.156 
1970,35025,2,0.000 ,0.015 ,0.000 
1971,38142,11,0.000 ,0.083 ,9183.419 
1972,38145,3,0.000 ,0.016 ,8636.000 
1973,39037,7,0.000 ,0.047 ,11754.115 
1974,45417,12,0.000 ,0.054 ,8509.859 
1975,45963,9,0.000 ,0.035 ,33926.383 
1976,48427,10,0.000 ,0.024 ,42398.026 
1977,50989,5,0.000 ,0.020 ,1600.416 
1978,52761,3,0.000 ,0.018 ,5760.130 
1979,56602,13,0.000 ,0.055 ,67655.062 
1980,65940,7,0.000 ,0.022 ,32503.074 
1981,17876,7,0.000 ,0.010 ,42736.436 
1982,17911,12,0.000 ,0.028 ,97397.619 
1983,22209,3,0.000 ,0.008 ,0.000 
1984,23127,3,0.000 ,0.008 ,0.000 
1985,23764,2,0.000 ,0.006 ,0.000 
1986,25249,7,0.000 ,0.013 ,14869.560 
1987,25789,10,0.000 ,0.014 ,66171.863 
1988,30481,4,0.000 ,0.025 ,0.000 
1989,30997,11,0.000 ,0.025 ,67652.285 
1990,36398,5,0.000 ,0.008 ,7180.575 
1991,38122,6,0.000 ,0.012 ,69921.840 
1992,41826,1,0.000 ,0.005 ,0.000 
1993,44004,3,0.000 ,0.007 ,0.000 
1994,44454,5,0.000 ,0.009 ,83.329 
1995,53137,6,0.000 ,0.009 ,54842.535 
1996,53238,21,0.000 ,0.080 ,305111.542 
1997,66848,3,0.000 ,0.008 ,0.000 
1998,9557,6,0.000 ,0.017 ,14292.833 
1999,15874,19,0.000 ,0.021 ,92748.440 
2000,23130,2,0.000 ,0.004 ,0.000 
2001,30847,2,0.000 ,0.004 ,0.000 
2002,47053,1,0.000 ,0.002 ,0.000 
2003,8307,20,0.000 ,0.139 ,0.000 
2004,10598,20,0.000 ,0.139 ,0.000 
2005,14945,20,0.000 ,0.139 ,0.000 
2006,16685,20,0.000 ,0.139 ,0.000 
2007,16687,22,0.000 ,0.144 ,47507.337 
2008,18424,6,0.000 ,0.017 ,11778.399 
2009,18432,3,0.000 ,0.014 ,5639.842 
2010,20820,2,0.000 ,0.011 ,0.000 
2011,22726,20,0.000 ,0.139 ,0.000 
2012,23072,20,0.000 ,0.139 ,0.000 
2013,23687,20,0.000 ,0.139 ,0.000 
2014,28356,3,0.000 ,0.016 ,2626.296 
2015,28723,3,0.000 ,0.013 ,12678.702 
2016,29335,20,0.000 ,0.139 ,0.000 
2017,31503,20,0.000 ,0.139 ,0.000 
2018,32719,20,0.000 ,0.139 ,0.000 
2019,36255,9,0.000 ,0.020 ,56931.169 
2020,38965,20,0.000 ,0.139 ,0.000 
2021,40370,20,0.000 ,0.139 ,0.000 
2022,47339,7,0.000 ,0.018 ,21006.001 
2023,50270,10,0.000 ,0.027 ,84435.937 
2024,57830,20,0.000 ,0.139 ,0.000 
2025,61292,20,0.000 ,0.139 ,0.000 
2026,62494,20,0.000 ,0.139 ,0.000 
2027,63707,20,0.000 ,0.139 ,0.000 
2028,65091,20,0.000 ,0.139 ,0.000 
2029,65516,8,0.000 ,0.024 ,29493.523 
2030,67872,20,0.000 ,0.139 ,0.000 
2031,68368,20,0.000 ,0.139 ,0.000 
2032,12699,2,0.000 ,0.004 ,0.000 
2033,59361,3,0.000 ,0.007 ,16.929 
2034,9317,4,0.000 ,0.006 ,12426.494 
2035,55517,3,0.000 ,0.006 ,0.000 
2036,56867,11,0.000 ,0.016 ,42031.447 
2037,6814,5,0.000 ,0.013 ,2448.056 
2038,20655,13,0.000 ,0.021 ,19658.873 
2039,24866,2,0.000 ,0.005 ,0.000 
2040,24885,3,0.000 ,0.011 ,0.000 
2041,34810,8,0.000 ,0.016 ,4864.843 
2042,35114,3,0.000 ,0.006 ,0.000 
2043,56194,2,0.000 ,0.005 ,0.000 
2044,1827,11,0.000 ,0.076 ,17234.206 
2045,52883,12,0.000 ,0.077 ,14130.792 
2046,65223,2,0.000 ,0.016 ,0.000 
2047,7187,3,0.000 ,0.014 ,0.000 
2048,8025,14,0.000 ,0.069 ,54259.135 
2049,21588,2,0.000 ,0.011 ,0.000 
2050,30313,15,0.000 ,0.042 ,77563.358 
2051,38001,5,0.000 ,0.026 ,0.000 
2052,47074,5,0.000 ,0.016 ,17270.000 
2053,47317,15,0.000 ,0.044 ,163295.932 
2054,52116,25,0.000 ,0.130 ,92477.621 
2055,56798,7,0.000 ,0.014 ,34537.000 
2056,60810,3,0.000 ,0.013 ,0.000 
2057,67243,1,0.000 ,0.005 ,0.000 
2058,414,9,0.000 ,0.016 ,118233.452 
2059,5764,13,0.000 ,0.031 ,93908.909 
2060,9681,2,0.000 ,0.006 ,0.000 
2061,9746,27,0.001 ,0.068 ,603094.107 
2062,16611,2,0.000 ,0.010 ,0.000 
2063,18191,12,0.000 ,0.029 ,52981.590 
2064,18541,2,0.000 ,0.006 ,0.000 
2065,21912,2,0.000 ,0.006 ,0.000 
2066,23023,6,0.000 ,0.012 ,6842.012 
2067,30783,6,0.000 ,0.013 ,12106.360 
2068,31881,2,0.000 ,0.006 ,0.000 
2069,34646,7,0.000 ,0.022 ,33706.185 
2070,42597,2,0.000 ,0.007 ,0.000 
2071,67268,3,0.000 ,0.012 ,25902.000 
2072,68278,3,0.000 ,0.010 ,20026.392 
2073,1099,13,0.000 ,0.040 ,70891.733 
2074,19299,9,0.000 ,0.029 ,20033.339 
2075,25856,7,0.000 ,0.030 ,9147.984 
2076,43016,6,0.000 ,0.028 ,6952.010 
2077,67230,2,0.000 ,0.023 ,540.474 
2078,11199,3,0.000 ,0.004 ,17270.000 
2079,13872,13,0.000 ,0.044 ,58009.002 
2080,30881,10,0.000 ,0.037 ,6862.953 
2081,36417,1,0.000 ,0.003 ,0.000 
2082,1579,3,0.000 ,0.005 ,466.412 
2083,2123,3,0.000 ,0.006 ,0.000 
2084,9656,12,0.000 ,0.020 ,43564.368 
2085,17965,2,0.000 ,0.004 ,0.000 
2086,25764,5,0.000 ,0.006 ,9883.774 
2087,29302,2,0.000 ,0.005 ,0.000 
2088,30798,2,0.000 ,0.004 ,0.000 
2089,38384,4,0.000 ,0.007 ,1558.056 
2090,41948,4,0.000 ,0.007 ,11914.734 
2091,44937,2,0.000 ,0.007 ,0.000 
2092,44947,5,0.000 ,0.010 ,11237.031 
2093,50183,1,0.000 ,0.003 ,0.000 
2094,59990,3,0.000 ,0.005 ,1778.402 
2095,61343,4,0.000 ,0.007 ,296.625 
2096,480,5,0.000 ,0.017 ,21569.276 
2097,1191,1,0.000 ,0.005 ,0.000 
2098,4871,3,0.000 ,0.016 ,97.384 
2099,5064,1,0.000 ,0.005 ,0.000 
2100,31268,10,0.000 ,0.018 ,49096.612 
2101,35665,10,0.000 ,0.032 ,50109.157 
2102,45107,26,0.000 ,0.098 ,249421.388 
2103,54123,2,0.000 ,0.008 ,0.000 
2104,55973,1,0.000 ,0.005 ,0.000 
2105,25290,3,0.000 ,0.021 ,0.000 
2106,3572,21,0.000 ,0.072 ,159481.358 
2107,4394,9,0.000 ,0.033 ,17136.689 
2108,7396,3,0.000 ,0.012 ,0.000 
2109,10994,4,0.000 ,0.022 ,0.000 
2110,22342,6,0.000 ,0.010 ,27827.885 
2111,34990,4,0.000 ,0.008 ,0.000 
2112,39183,4,0.000 ,0.008 ,0.000 
2113,40634,6,0.000 ,0.009 ,17271.000 
2114,45027,4,0.000 ,0.008 ,0.000 
2115,50830,10,0.000 ,0.024 ,102958.391 
2116,52719,4,0.000 ,0.027 ,2154.982 
2117,63736,3,0.000 ,0.008 ,21292.441 
2118,12993,8,0.000 ,0.031 ,20828.853 
2119,42918,2,0.000 ,0.016 ,0.000 
2120,32500,1,0.000 ,0.006 ,0.000 
2121,48125,5,0.000 ,0.019 ,2538.138 
2122,51108,6,0.000 ,0.009 ,120761.000 
2123,56704,11,0.000 ,0.037 ,68086.592 
2124,28950,34,0.001 ,0.056 ,435815.254 
2125,189,6,0.000 ,0.030 ,4610.860 
2126,4621,30,0.000 ,0.163 ,77627.307 
2127,10337,16,0.000 ,0.104 ,8946.362 
2128,23479,1,0.000 ,0.010 ,0.000 
2129,27935,3,0.000 ,0.020 ,0.000 
2130,30200,7,0.000 ,0.035 ,178.041 
2131,60775,15,0.000 ,0.081 ,8948.910 
2132,63279,4,0.000 ,0.027 ,45546.713 
2133,931,4,0.000 ,0.020 ,2459.032 
2134,1724,19,0.000 ,0.139 ,23620.095 
2135,10906,4,0.000 ,0.020 ,2459.032 
2136,11196,6,0.000 ,0.042 ,601.336 
2137,11557,18,0.000 ,0.130 ,35991.665 
2138,12561,13,0.000 ,0.111 ,2432.165 
2139,12689,9,0.000 ,0.026 ,53534.327 
2140,22275,10,0.000 ,0.068 ,772.075 
2141,23477,10,0.000 ,0.077 ,9488.133 
2142,24181,3,0.000 ,0.022 ,8636.000 
2143,50295,9,0.000 ,0.074 ,21284.890 
2144,51160,6,0.000 ,0.062 ,664.953 
2145,51348,4,0.000 ,0.035 ,0.000 
2146,57885,10,0.000 ,0.085 ,1473.296 
2147,66019,8,0.000 ,0.053 ,1280.339 
2148,5277,10,0.000 ,0.042 ,4857.175 
2149,14935,2,0.000 ,0.027 ,0.000 
2150,15253,11,0.000 ,0.067 ,2124.575 
2151,35113,6,0.000 ,0.058 ,21773.603 
2152,53481,14,0.000 ,0.082 ,9234.852 
2153,59146,2,0.000 ,0.006 ,0.000 
2154,65662,2,0.000 ,0.006 ,0.000 
2155,36581,2,0.000 ,0.004 ,0.000 
2156,55133,3,0.000 ,0.007 ,8636.000 
2157,56712,5,0.000 ,0.009 ,18964.299 
2158,20715,6,0.000 ,0.009 ,51853.368 
2159,5828,5,0.000 ,0.003 ,34535.000 
2160,18780,2,0.000 ,0.002 ,0.000 
2161,26609,7,0.000 ,0.015 ,16909.613 
2162,18977,12,0.000 ,0.051 ,28043.092 
2163,42230,13,0.000 ,0.062 ,35895.095 
2164,53064,4,0.000 ,0.010 ,7769.380 
2165,9026,11,0.000 ,0.025 ,24744.937 
2166,27135,3,0.000 ,0.008 ,1211.709 
2167,64076,3,0.000 ,0.008 ,539.237 
2168,64826,8,0.000 ,0.011 ,101809.607 
2169,1783,5,0.000 ,0.006 ,3625.203 
2170,55667,6,0.000 ,0.006 ,18440.604 
2171,55976,1,0.000 ,0.002 ,0.000 
2172,56768,3,0.000 ,0.007 ,0.000 
2173,59366,6,0.000 ,0.011 ,4086.854 
2174,1778,7,0.000 ,0.018 ,44822.742 
2175,2679,1,0.000 ,0.011 ,0.000 
2176,12411,5,0.000 ,0.019 ,16966.446 
2177,18694,2,0.000 ,0.014 ,2562.274 
2178,27793,7,0.000 ,0.035 ,26478.560 
2179,32575,2,0.000 ,0.012 ,0.000 
2180,36103,35,0.000 ,0.151 ,205266.550 
2181,39386,2,0.000 ,0.015 ,0.000 
2182,47049,11,0.000 ,0.043 ,21861.306 
2183,51569,2,0.000 ,0.020 ,0.000 
2184,65895,2,0.000 ,0.013 ,0.000 
2185,10497,3,0.000 ,0.005 ,3122.069 
2186,42391,5,0.000 ,0.008 ,1852.201 
2187,42619,3,0.000 ,0.006 ,0.000 
2188,49563,10,0.000 ,0.024 ,18794.493 
2189,2371,27,0.000 ,0.104 ,111742.183 
2190,16016,8,0.000 ,0.026 ,9684.722 
2191,23176,1,0.000 ,0.005 ,0.000 
2192,27735,10,0.000 ,0.020 ,18018.776 
2193,36033,13,0.000 ,0.039 ,50798.062 
2194,41518,24,0.000 ,0.068 ,91341.481 
2195,58395,10,0.000 ,0.033 ,19820.453 
2196,61977,27,0.000 ,0.086 ,208830.072 
2197,65617,4,0.000 ,0.009 ,5988.071 
2198,4528,4,0.000 ,0.008 ,361.856 
2199,10515,10,0.000 ,0.019 ,20570.593 
2200,12464,3,0.000 ,0.006 ,0.000 
2201,20623,4,0.000 ,0.008 ,361.856 
2202,32728,3,0.000 ,0.006 ,0.000 
2203,43090,11,0.000 ,0.031 ,26329.546 
2204,64142,19,0.000 ,0.033 ,113997.057 
2205,3984,2,0.000 ,0.006 ,0.000 
2206,4903,4,0.000 ,0.004 ,6598.643 
2207,5901,3,0.000 ,0.006 ,415.053 
2208,63009,24,0.000 ,0.048 ,179704.103 
2209,21729,2,0.000 ,0.002 ,3341.598 
2210,25307,3,0.000 ,0.003 ,8275.131 
2211,27363,3,0.000 ,0.003 ,3995.802 
2212,42001,13,0.000 ,0.017 ,37817.523 
2213,60024,6,0.000 ,0.008 ,20306.649 
2214,62345,9,0.000 ,0.022 ,56401.036 
2215,32291,1,0.000 ,0.001 ,0.000 
2216,43733,5,0.000 ,0.011 ,3596.993 
2217,56982,6,0.000 ,0.007 ,26131.951 
2218,8702,4,0.000 ,0.010 ,1100.066 
2219,10437,9,0.000 ,0.021 ,10338.201 
2220,10717,27,0.000 ,0.059 ,195375.892 
2221,50645,1,0.000 ,0.003 ,0.000 
2222,50789,1,0.000 ,0.003 ,0.000 
2223,2799,6,0.000 ,0.014 ,788.503 
2224,23460,2,0.000 ,0.003 ,0.000 
2225,30377,4,0.000 ,0.012 ,4928.760 
2226,37003,5,0.000 ,0.012 ,462.154 
2227,43246,1,0.000 ,0.002 ,0.000 
2228,50690,2,0.000 ,0.003 ,0.000 
2229,53777,9,0.000 ,0.023 ,21262.925 
2230,56910,8,0.000 ,0.018 ,1739.790 
2231,24963,2,0.000 ,0.003 ,0.000 
2232,36109,4,0.000 ,0.008 ,1763.617 
2233,40895,1,0.000 ,0.002 ,0.000 
2234,65961,3,0.000 ,0.006 ,247.859 
2235,46932,3,0.000 ,0.010 ,118.606 
2236,8036,3,0.000 ,0.032 ,0.000 
2237,8911,12,0.000 ,0.058 ,58025.563 
2238,14394,8,0.000 ,0.046 ,15318.595 
2239,17682,4,0.000 ,0.026 ,15599.129 
2240,35021,8,0.000 ,0.042 ,25998.717 
2241,36500,6,0.000 ,0.057 ,0.000 
2242,38057,6,0.000 ,0.032 ,2395.476 
2243,46311,10,0.000 ,0.069 ,4484.362 
2244,48795,8,0.000 ,0.038 ,5458.249 
2245,50653,3,0.000 ,0.023 ,0.000 
2246,58830,3,0.000 ,0.026 ,0.000 
2247,63366,3,0.000 ,0.027 ,0.000 
2248,63516,3,0.000 ,0.032 ,0.000 
2249,64169,2,0.000 ,0.025 ,0.000 
2250,67453,27,0.000 ,0.129 ,87495.665 
2251,68631,8,0.000 ,0.044 ,23751.241 
2252,3788,8,0.000 ,0.022 ,5070.190 
2253,6090,3,0.000 ,0.011 ,0.000 
2254,16805,6,0.000 ,0.033 ,4042.168 
2255,21691,5,0.000 ,0.015 ,1683.882 
2256,22133,6,0.000 ,0.025 ,8282.195 
2257,23543,10,0.000 ,0.035 ,26633.085 
2258,24834,3,0.000 ,0.013 ,2924.840 
2259,35026,2,0.000 ,0.011 ,0.000 
2260,37660,2,0.000 ,0.009 ,0.000 
2261,39437,2,0.000 ,0.012 ,3110.522 
2262,40635,2,0.000 ,0.009 ,0.000 
2263,52946,9,0.000 ,0.016 ,101350.920 
2264,10803,5,0.000 ,0.015 ,4243.258 
2265,24119,2,0.000 ,0.008 ,0.000 
2266,45953,3,0.000 ,0.008 ,1841.193 
2267,53506,6,0.000 ,0.013 ,4200.653 
2268,57499,3,0.000 ,0.011 ,292.328 
2269,5964,9,0.000 ,0.037 ,18359.569 
2270,26655,2,0.000 ,0.004 ,0.000 
2271,61101,10,0.000 ,0.019 ,61305.736 
2272,6614,1,0.000 ,0.002 ,0.000 
2273,12310,12,0.000 ,0.013 ,123988.410 
2274,22161,1,0.000 ,0.002 ,0.000 
2275,27499,17,0.000 ,0.019 ,121512.522 
2276,40559,15,0.000 ,0.050 ,52812.595 
2277,59391,11,0.000 ,0.024 ,36272.253 
2278,1622,3,0.000 ,0.006 ,0.000 
2279,6309,5,0.000 ,0.014 ,1254.711 
2280,8698,9,0.000 ,0.019 ,27000.001 
2281,11690,1,0.000 ,0.004 ,0.000 
2282,23743,12,0.000 ,0.020 ,61528.401 
2283,32570,9,0.000 ,0.015 ,42738.491 
2284,45464,1,0.000 ,0.004 ,0.000 
2285,51739,17,0.000 ,0.028 ,100126.337 
2286,52928,2,0.000 ,0.011 ,0.000 
2287,56311,4,0.000 ,0.008 ,2222.145 
2288,58736,6,0.000 ,0.014 ,4273.533 
2289,9994,9,0.000 ,0.029 ,26117.565 
2290,14767,3,0.000 ,0.013 ,0.000 
2291,16279,1,0.000 ,0.005 ,0.000 
2292,17035,1,0.000 ,0.005 ,0.000 
2293,20211,10,0.000 ,0.044 ,61174.305 
2294,65847,3,0.000 ,0.018 ,0.000 
2295,2882,10,0.000 ,0.029 ,54790.297 
2296,10445,6,0.000 ,0.017 ,0.000 
2297,15464,8,0.000 ,0.023 ,1632.042 
2298,22495,6,0.000 ,0.017 ,0.000 
2299,38851,3,0.000 ,0.006 ,0.000 
2300,40666,3,0.000 ,0.006 ,0.000 
2301,65088,3,0.000 ,0.006 ,0.000 
2302,965,3,0.000 ,0.005 ,0.000 
2303,2670,4,0.000 ,0.015 ,999.765 
2304,17500,1,0.000 ,0.003 ,0.000 
2305,30971,3,0.000 ,0.005 ,5294.228 
2306,31051,8,0.000 ,0.007 ,44807.569 
2307,46861,1,0.000 ,0.003 ,0.000 
2308,50688,1,0.000 ,0.003 ,0.000 
2309,67327,4,0.000 ,0.006 ,17270.000 
2310,4723,5,0.000 ,0.008 ,6804.649 
2311,6613,4,0.000 ,0.004 ,0.000 
2312,36612,4,0.000 ,0.004 ,0.000 
2313,64020,11,0.000 ,0.024 ,43160.479 
2314,13824,16,0.000 ,0.034 ,116865.531 
2315,15506,2,0.000 ,0.003 ,865.844 
2316,23617,2,0.000 ,0.002 ,8636.000 
2317,25096,3,0.000 ,0.016 ,0.000 
2318,14476,8,0.000 ,0.017 ,25394.486 
2319,18113,2,0.000 ,0.004 ,0.000 
2320,18279,9,0.000 ,0.035 ,31806.303 
2321,22716,15,0.000 ,0.014 ,124919.696 
2322,37719,2,0.000 ,0.005 ,0.000 
2323,49161,2,0.000 ,0.004 ,0.000 
2324,62404,15,0.000 ,0.024 ,145735.694 
2325,65922,28,0.001 ,0.056 ,573899.718 
2326,10926,1,0.000 ,0.004 ,0.000 
2327,16775,11,0.000 ,0.017 ,55554.158 
2328,25655,13,0.000 ,0.023 ,121629.969 
2329,33949,10,0.000 ,0.016 ,43600.577 
2330,36505,6,0.000 ,0.017 ,5280.231 
2331,42521,5,0.000 ,0.009 ,9455.784 
2332,46616,8,0.000 ,0.015 ,23910.195 
2333,52149,19,0.000 ,0.045 ,234263.534 
2334,53930,4,0.000 ,0.010 ,0.000 
2335,58267,5,0.000 ,0.009 ,21307.625 
2336,58914,10,0.000 ,0.014 ,28805.797 
2337,60999,14,0.000 ,0.018 ,81429.758 
2338,65711,4,0.000 ,0.011 ,2689.738 
2339,66165,7,0.000 ,0.024 ,29438.680 
2340,1195,5,0.000 ,0.006 ,9869.806 
2341,34570,2,0.000 ,0.003 ,0.000 
2342,36586,1,0.000 ,0.002 ,0.000 
2343,61005,6,0.000 ,0.009 ,10003.350 
2344,63912,2,0.000 ,0.003 ,0.000 
2345,65570,4,0.000 ,0.005 ,4345.819 
2346,9804,5,0.000 ,0.004 ,25904.000 
2347,17961,3,0.000 ,0.009 ,12053.077 
2348,24311,3,0.000 ,0.005 ,0.000 
2349,29732,3,0.000 ,0.004 ,7890.037 
2350,30498,3,0.000 ,0.004 ,187.680 
2351,34178,2,0.000 ,0.003 ,0.000 
2352,38924,8,0.000 ,0.012 ,8229.760 
2353,40053,7,0.000 ,0.008 ,36629.713 
2354,60246,13,0.000 ,0.013 ,34679.036 
2355,62378,2,0.000 ,0.004 ,0.000 
2356,495,3,0.000 ,0.007 ,1146.086 
2357,2893,3,0.000 ,0.005 ,8636.000 
2358,2995,11,0.000 ,0.013 ,100741.650 
2359,7454,5,0.000 ,0.009 ,6165.859 
2360,12657,2,0.000 ,0.007 ,0.000 
2361,13142,2,0.000 ,0.006 ,0.000 
2362,13875,1,0.000 ,0.004 ,0.000 
2363,14075,2,0.000 ,0.005 ,3227.770 
2364,15503,12,0.000 ,0.026 ,43384.722 
2365,16883,9,0.000 ,0.014 ,89548.578 
2366,27029,2,0.000 ,0.005 ,0.000 
2367,29256,17,0.000 ,0.023 ,145080.701 
2368,40012,4,0.000 ,0.008 ,0.000 
2369,47899,2,0.000 ,0.006 ,0.000 
2370,61333,9,0.000 ,0.014 ,56243.182 
2371,63706,3,0.000 ,0.007 ,0.000 
2372,42890,1,0.000 ,0.004 ,0.000 
2373,9156,3,0.000 ,0.014 ,4557.251 
2374,15897,3,0.000 ,0.013 ,0.000 
2375,56184,4,0.000 ,0.020 ,1055.284 
2376,11986,10,0.000 ,0.012 ,57025.059 
2377,19420,10,0.000 ,0.017 ,67749.008 
2378,352,3,0.000 ,0.005 ,1.500 
2379,28702,4,0.000 ,0.007 ,586.387 
2380,41320,3,0.000 ,0.006 ,258.853 
2381,48915,3,0.000 ,0.005 ,0.500 
2382,49690,2,0.000 ,0.005 ,0.000 
2383,55322,4,0.000 ,0.005 ,17270.000 
2384,28421,5,0.000 ,0.008 ,3577.710 
2385,40289,4,0.000 ,0.006 ,5.491 
2386,67169,2,0.000 ,0.002 ,321.554 
2387,17878,2,0.000 ,0.004 ,0.000 
2388,17912,2,0.000 ,0.006 ,0.000 
2389,28426,4,0.000 ,0.006 ,3163.399 
2390,36163,7,0.000 ,0.018 ,34587.759 
2391,43561,2,0.000 ,0.005 ,0.000 
2392,44537,2,0.000 ,0.004 ,0.000 
2393,44873,2,0.000 ,0.004 ,0.000 
2394,60751,13,0.000 ,0.018 ,30692.682 
2395,3050,6,0.000 ,0.012 ,18132.941 
2396,3234,3,0.000 ,0.007 ,0.000 
2397,4719,5,0.000 ,0.015 ,2728.066 
2398,7493,5,0.000 ,0.015 ,0.250 
2399,7573,10,0.000 ,0.019 ,26415.509 
2400,8601,1,0.000 ,0.005 ,0.000 
2401,10500,5,0.000 ,0.014 ,4839.190 
2402,15393,5,0.000 ,0.015 ,4.276 
2403,35042,5,0.000 ,0.014 ,627.575 
2404,38300,10,0.000 ,0.023 ,25947.371 
2405,41832,3,0.000 ,0.007 ,0.000 
2406,52702,3,0.000 ,0.008 ,0.000 
2407,53086,13,0.000 ,0.049 ,25915.870 
