Id,¶È,PageRank,Betweenness Centrality,Eigenvector Centrality
4725,26,2.71E-05,170183.3302 ,0.0234 
4772,26,3.86E-05,381550.7065 ,0.0219 
4782,26,8.93E-05,840654.6968 ,0.0301 
4938,26,3.38E-05,284284.8407 ,0.0258 
5110,26,2.62E-05,21892.9593 ,0.0142 
5126,26,1.25E-04,1717830.2052 ,0.0692 
5836,26,2.15E-05,9995.7037 ,0.0176 
5879,26,5.28E-05,702425.9818 ,0.0268 
5925,26,2.28E-05,18756.3862 ,0.0223 
6317,26,5.62E-05,534294.2231 ,0.0152 
6561,26,3.43E-05,258285.3938 ,0.0143 
7213,26,3.24E-05,121782.5484 ,0.0264 
7220,26,5.21E-05,48856.2441 ,0.0162 
7238,26,6.01E-05,90680.0262 ,0.0250 
7383,26,1.09E-04,1422363.8568 ,0.0276 
10652,26,1.27E-04,822119.0348 ,0.0663 
16273,26,4.69E-05,417293.9113 ,0.0208 
21761,26,4.38E-05,57422.5336 ,0.0234 
378,25,3.61E-05,1215621.3862 ,0.0318 
449,25,3.36E-05,232122.4190 ,0.0153 
570,25,2.39E-05,35492.6224 ,0.0240 
577,25,5.47E-05,633978.8059 ,0.0144 
794,25,2.12E-05,33699.4759 ,0.0265 
850,25,5.07E-05,690942.6660 ,0.0258 
919,25,2.09E-05,8454.5085 ,0.0280 
1045,25,2.34E-05,20372.1073 ,0.0249 
1212,25,2.22E-05,25899.9366 ,0.0225 
1262,25,3.26E-05,302562.4233 ,0.0148 
1301,25,3.77E-05,355177.9224 ,0.0158 
1357,25,2.91E-05,107797.6196 ,0.0232 
1390,25,2.24E-05,12141.7393 ,0.0273 
1412,25,2.04E-05,20903.6258 ,0.0257 
1674,25,2.78E-05,109022.8887 ,0.0302 
1683,25,2.07E-05,14458.4738 ,0.0222 
1698,25,4.59E-05,296108.1325 ,0.0254 
1874,25,3.05E-05,280383.4577 ,0.0175 
2220,25,2.98E-05,206475.9531 ,0.0224 
2291,25,4.34E-05,126280.2909 ,0.0173 
2325,25,4.73E-05,470091.3315 ,0.0355 
2615,25,3.31E-05,312292.4732 ,0.0316 
2733,25,8.65E-05,1430235.6784 ,0.0160 
2751,25,2.68E-05,64901.4098 ,0.0202 
2882,25,4.96E-05,670100.1531 ,0.0284 
2892,25,6.74E-05,1199856.9926 ,0.0144 
2904,25,3.96E-05,213528.1935 ,0.0216 
2959,25,2.73E-05,22176.6200 ,0.0200 
2972,25,3.46E-05,131494.1607 ,0.0233 
3038,25,2.06E-05,6340.7038 ,0.0168 
3057,25,2.82E-05,108291.7561 ,0.0193 
3079,25,3.05E-05,273925.3086 ,0.0126 
3117,25,2.36E-05,18269.1411 ,0.0298 
3135,25,2.32E-05,82287.0031 ,0.0190 
3327,25,2.44E-05,36702.8255 ,0.0237 
3338,25,2.46E-05,95917.8069 ,0.0225 
3380,25,3.53E-05,210841.9902 ,0.0242 
3443,25,4.52E-05,593011.0070 ,0.0119 
3524,25,2.28E-05,27951.7940 ,0.0284 
3613,25,2.78E-05,100965.8415 ,0.0223 
3634,25,2.41E-05,57077.5546 ,0.0224 
3672,25,5.25E-05,674075.5146 ,0.0163 
3749,25,4.30E-05,360073.4371 ,0.0160 
3758,25,2.78E-05,183208.3978 ,0.0145 
3893,25,3.99E-05,156369.3217 ,0.0220 
3928,25,3.84E-05,210458.5262 ,0.0223 
4186,25,5.67E-05,403090.8305 ,0.0225 
4189,25,5.15E-05,214310.3196 ,0.0176 
4232,25,3.14E-05,276365.0212 ,0.0149 
4241,25,3.29E-05,157900.9583 ,0.0143 
4312,25,3.92E-05,875487.9725 ,0.0184 
4401,25,4.05E-05,340569.6659 ,0.0218 
4522,25,2.55E-05,25216.0154 ,0.0165 
4753,25,2.48E-05,86792.2698 ,0.0314 
4784,25,2.55E-05,33016.9724 ,0.0223 
5151,25,9.09E-05,1337642.0972 ,0.0265 
5355,25,3.27E-05,237614.6440 ,0.0221 
5702,25,7.61E-05,663582.9086 ,0.0301 
5711,25,4.81E-05,582237.0884 ,0.0339 
5764,25,4.37E-05,431782.7194 ,0.0160 
6164,25,3.12E-05,393252.3730 ,0.0162 
6597,25,3.12E-05,178722.7797 ,0.0144 
7015,25,2.58E-05,34106.0223 ,0.0200 
8185,25,2.59E-05,305661.6444 ,0.0224 
8928,25,6.14E-05,149635.1158 ,0.0253 
25516,25,3.55E-05,328303.1887 ,0.0171 
90,24,2.50E-05,91462.8676 ,0.0218 
251,24,2.32E-05,16122.0224 ,0.0148 
821,24,2.43E-05,15604.7747 ,0.0162 
888,24,3.26E-05,281645.8791 ,0.0078 
978,24,2.05E-05,8435.3502 ,0.0251 
997,24,2.14E-05,9432.6022 ,0.0171 
1263,24,2.72E-05,180836.1737 ,0.0274 
1355,24,3.12E-05,182788.7302 ,0.0160 
1360,24,2.69E-05,121491.3132 ,0.0147 
1369,24,1.95E-05,5117.3746 ,0.0179 
1684,24,2.05E-05,43390.1334 ,0.0242 
1709,24,2.03E-05,18878.7737 ,0.0114 
1797,24,2.49E-05,165722.1726 ,0.0160 
1914,24,3.32E-05,200286.3936 ,0.0189 
2034,24,4.51E-05,830670.9096 ,0.0187 
2064,24,3.02E-05,86792.6317 ,0.0245 
2084,24,4.75E-05,734328.9398 ,0.0144 
2250,24,2.65E-05,182563.6908 ,0.0230 
2274,24,4.88E-05,669617.5704 ,0.0166 
2317,24,2.35E-05,15487.9040 ,0.0179 
2424,24,2.26E-05,23753.2596 ,0.0213 
2472,24,2.80E-05,103525.1952 ,0.0242 
2860,24,3.95E-05,404559.7415 ,0.0339 
2903,24,3.12E-05,433196.5729 ,0.0226 
2914,24,4.06E-05,346786.3989 ,0.0091 
2937,24,3.28E-05,176603.9365 ,0.0151 
3017,24,2.00E-05,6478.2150 ,0.0179 
3153,24,5.26E-05,379635.5892 ,0.0201 
3172,24,3.18E-05,236130.5052 ,0.0186 
3412,24,2.44E-05,156786.1307 ,0.0196 
3547,24,3.27E-05,130123.0183 ,0.0208 
3631,24,2.35E-05,93390.9840 ,0.0322 
3714,24,6.28E-05,1379986.8641 ,0.0136 
3722,24,2.68E-05,54105.6228 ,0.0142 
3839,24,2.34E-05,76571.5076 ,0.0281 
3989,24,3.60E-05,417811.0266 ,0.0153 
4009,24,3.13E-05,188133.1790 ,0.0373 
4135,24,3.09E-05,323274.7122 ,0.0173 
4149,24,2.73E-05,160090.8175 ,0.0216 
4376,24,2.51E-05,93508.6194 ,0.0206 
4639,24,2.03E-05,10436.5766 ,0.0243 
4730,24,3.15E-05,219980.5519 ,0.0119 
4740,24,2.75E-05,196361.0643 ,0.0152 
4862,24,3.28E-05,514876.2927 ,0.0093 
5263,24,5.09E-05,1144905.1472 ,0.0199 
5264,24,7.06E-05,381521.0131 ,0.0327 
5346,24,2.85E-05,109022.3057 ,0.0230 
5960,24,7.22E-05,493439.4960 ,0.0348 
6291,24,4.53E-05,300671.1770 ,0.0184 
6804,24,5.37E-05,809070.3651 ,0.0189 
7413,24,3.23E-05,74882.8563 ,0.0225 
8762,24,3.47E-05,213109.4796 ,0.0165 
9733,24,2.68E-05,109093.3697 ,0.0155 
10667,24,3.82E-05,184434.6511 ,0.0231 
12600,24,4.38E-05,17748.8329 ,0.0173 
13277,24,3.58E-05,92239.2055 ,0.0108 
5,23,1.82E-05,4736.3154 ,0.0237 
355,23,2.17E-05,89237.2666 ,0.0228 
441,23,2.33E-05,316051.9890 ,0.0237 
819,23,1.95E-05,16295.7575 ,0.0178 
882,23,1.94E-05,6953.8381 ,0.0268 
884,23,1.79E-05,2536.9538 ,0.0218 
991,23,5.62E-05,574058.3129 ,0.0164 
1042,23,2.07E-05,22264.4120 ,0.0186 
1261,23,3.66E-05,817379.1264 ,0.0188 
1489,23,2.87E-05,255201.1766 ,0.0290 
1648,23,2.03E-05,12405.4407 ,0.0154 
1649,23,2.88E-05,92303.9501 ,0.0172 
1660,23,2.44E-05,82511.8423 ,0.0181 
1692,23,1.80E-05,1523.1686 ,0.0102 
1700,23,2.25E-05,158529.5630 ,0.0130 
1828,23,3.13E-05,285733.7082 ,0.0157 
1888,23,2.05E-05,17095.4862 ,0.0236 
1915,23,1.88E-05,8978.9835 ,0.0257 
2175,23,4.05E-05,94167.8530 ,0.0123 
2241,23,2.18E-05,18248.9363 ,0.0256 
2267,23,2.27E-05,40175.5086 ,0.0189 
2496,23,2.81E-05,35264.4411 ,0.0165 
2527,23,2.31E-05,18976.6914 ,0.0280 
2758,23,1.99E-05,12109.8354 ,0.0239 
2823,23,2.87E-05,130823.4900 ,0.0201 
2895,23,3.84E-05,381214.5777 ,0.0304 
2985,23,2.50E-05,108290.9673 ,0.0137 
3015,23,2.30E-05,93465.6378 ,0.0215 
3188,23,2.00E-05,5868.0188 ,0.0233 
3253,23,3.24E-05,204332.5026 ,0.0337 
3291,23,3.11E-05,253302.3565 ,0.0166 
3469,23,6.47E-05,443310.2693 ,0.0195 
3510,23,2.42E-05,100672.8754 ,0.0117 
3662,23,2.39E-05,41509.2487 ,0.0146 
3712,23,3.16E-05,260130.8861 ,0.0223 
3721,23,3.29E-05,152643.1799 ,0.0127 
3732,23,2.90E-05,121852.7483 ,0.0067 
3742,23,2.77E-05,76768.0166 ,0.0149 
3870,23,2.43E-05,82176.6912 ,0.0171 
3892,23,3.08E-05,1269894.4573 ,0.0201 
4188,23,4.51E-05,219079.0850 ,0.0226 
4205,23,3.42E-05,252061.5080 ,0.0232 
4207,23,5.26E-05,447995.8197 ,0.0246 
4285,23,3.10E-05,206932.2684 ,0.0175 
4519,23,2.99E-05,149396.9831 ,0.0160 
4559,23,2.30E-05,65188.0467 ,0.0220 
4605,23,2.26E-05,92117.5429 ,0.0289 
4634,23,2.07E-05,19023.9580 ,0.0153 
4759,23,3.66E-05,503915.0545 ,0.0228 
4843,23,2.42E-05,157203.4211 ,0.0227 
4885,23,3.67E-05,318062.0050 ,0.0117 
4980,23,3.16E-05,131771.1793 ,0.0165 
5203,23,1.90E-05,6168.4399 ,0.0226 
5227,23,3.85E-05,343292.5153 ,0.0188 
5276,23,2.65E-05,172330.2628 ,0.0275 
5337,23,2.03E-05,15654.7828 ,0.0251 
5985,23,1.28E-04,1763899.2089 ,0.0311 
6059,23,3.85E-05,219870.1545 ,0.0211 
6191,23,2.41E-05,96520.5408 ,0.0173 
6587,23,1.98E-05,18734.1249 ,0.0239 
6803,23,9.16E-05,718806.2212 ,0.0612 
6840,23,2.84E-05,148203.8401 ,0.0118 
6843,23,2.88E-05,173232.1849 ,0.0130 
7531,23,1.04E-04,560829.9714 ,0.0649 
7613,23,3.04E-05,123388.2212 ,0.0219 
8061,23,3.65E-05,562073.7424 ,0.0179 
8862,23,4.06E-05,533864.0151 ,0.0257 
8863,23,1.42E-04,2702954.5722 ,0.0410 
10005,23,2.38E-05,98693.4604 ,0.0153 
10052,23,5.70E-05,799896.8744 ,0.0050 
10130,23,2.86E-05,73555.5568 ,0.0163 
11358,23,3.40E-05,191285.5897 ,0.0136 
13641,23,2.71E-05,230407.4730 ,0.0157 
28054,23,2.52E-05,233501.6539 ,0.0141 
462,22,3.60E-05,726770.2348 ,0.0184 
816,22,1.96E-05,10763.4093 ,0.0179 
828,22,1.71E-05,1552.1773 ,0.0217 
859,22,3.35E-05,138470.9531 ,0.0145 
867,22,1.76E-05,1279.6270 ,0.0260 
894,22,2.70E-05,170925.5679 ,0.0205 
1032,22,2.05E-05,85001.2384 ,0.0309 
1258,22,2.51E-05,93107.8260 ,0.0174 
1309,22,2.25E-05,12615.5953 ,0.0206 
1506,22,2.15E-05,91180.2901 ,0.0297 
1566,22,2.64E-05,127794.7877 ,0.0209 
1576,22,1.88E-05,10252.7221 ,0.0182 
1589,22,2.32E-05,161190.9052 ,0.0176 
1689,22,3.18E-05,52236.1503 ,0.0161 
1735,22,1.82E-05,6183.6594 ,0.0138 
1807,22,1.90E-05,5765.5336 ,0.0236 
1809,22,1.91E-05,10255.1783 ,0.0214 
2147,22,3.93E-05,864753.2520 ,0.0228 
2222,22,2.03E-05,19498.3506 ,0.0269 
2228,22,6.25E-05,694278.8881 ,0.0163 
2275,22,2.83E-05,169184.7565 ,0.0228 
2335,22,6.39E-05,2473541.1661 ,0.0201 
2445,22,3.68E-05,283531.3422 ,0.0163 
2486,22,2.69E-05,175206.4750 ,0.0203 
2523,22,3.79E-05,358355.7868 ,0.0144 
2729,22,2.64E-05,23144.1791 ,0.0095 
2850,22,2.59E-05,39121.9589 ,0.0181 
3160,22,1.77E-05,3682.5254 ,0.0209 
3231,22,2.04E-05,27555.1748 ,0.0192 
3565,22,5.16E-05,1109937.4545 ,0.0122 
3601,22,2.12E-05,92291.4581 ,0.0204 
3629,22,3.34E-05,323674.2666 ,0.0184 
3690,22,2.25E-05,88560.4448 ,0.0138 
3724,22,2.31E-05,42163.4918 ,0.0087 
3903,22,3.10E-05,171635.7620 ,0.0103 
3972,22,3.52E-05,217779.7583 ,0.0173 
4016,22,2.80E-05,269952.9301 ,0.0239 
4053,22,3.76E-05,308057.7836 ,0.0072 
4087,22,3.85E-05,1016811.9677 ,0.0091 
4137,22,2.71E-05,256600.3132 ,0.0136 
4168,22,1.00E-04,1708287.8555 ,0.0222 
4374,22,4.03E-05,599205.3064 ,0.0171 
4380,22,2.78E-05,39461.7033 ,0.0171 
4518,22,1.74E-05,1970.0350 ,0.0184 
4543,22,3.89E-05,190869.4038 ,0.0151 
4636,22,1.95E-05,7944.3935 ,0.0112 
4651,22,2.36E-05,97255.8094 ,0.0247 
4889,22,2.22E-05,107771.5150 ,0.0196 
4990,22,1.86E-05,7840.8645 ,0.0170 
5137,22,4.48E-05,35902.1639 ,0.0256 
5321,22,3.04E-05,218367.6946 ,0.0228 
5740,22,2.41E-05,138047.2999 ,0.0268 
5911,22,5.11E-05,262850.7293 ,0.0360 
5926,22,3.53E-05,190306.3150 ,0.0151 
6737,22,3.53E-05,469493.1773 ,0.0181 
7111,22,3.02E-05,489216.5572 ,0.0148 
7407,22,2.43E-05,34154.5828 ,0.0160 
7571,22,1.89E-05,6621.3281 ,0.0193 
7751,22,7.00E-05,453836.5698 ,0.0255 
7829,22,2.51E-05,165543.6088 ,0.0109 
8370,22,2.76E-05,125301.6502 ,0.0130 
8904,22,4.45E-05,425875.4373 ,0.0172 
9082,22,3.14E-05,247722.5369 ,0.0210 
9780,22,2.86E-05,185610.7095 ,0.0225 
10199,22,3.33E-05,400030.5646 ,0.0163 
10589,22,4.31E-05,393741.0445 ,0.0110 
10889,22,2.51E-05,209259.3374 ,0.0250 
11537,22,1.02E-04,479992.5822 ,0.0522 
11979,22,3.66E-05,294047.2187 ,0.0144 
12444,22,2.21E-05,6301.5508 ,0.0089 
14764,22,2.36E-05,24353.8936 ,0.0168 
17118,22,6.60E-05,1366000.5875 ,0.0232 
19492,22,2.54E-05,134307.5820 ,0.0099 
20095,22,2.36E-05,180425.6262 ,0.0143 
402,21,1.86E-05,13567.1300 ,0.0205 
899,21,2.16E-05,120284.9995 ,0.0229 
1007,21,2.42E-05,51986.7499 ,0.0172 
1094,21,2.15E-05,208700.9679 ,0.0181 
1095,21,1.70E-05,2308.8171 ,0.0178 
1324,21,1.76E-05,6394.7929 ,0.0282 
1551,21,2.72E-05,254191.9883 ,0.0138 
1577,21,1.75E-05,6942.3310 ,0.0149 
1694,21,2.23E-05,41273.3727 ,0.0160 
1722,21,2.68E-05,268148.9939 ,0.0157 
1790,21,3.46E-05,427040.3619 ,0.0172 
1851,21,2.29E-05,201996.3250 ,0.0165 
1905,21,3.10E-05,388929.3823 ,0.0241 
1919,21,1.95E-05,21940.7080 ,0.0163 
2074,21,3.68E-05,234651.6930 ,0.0188 
2156,21,5.83E-05,507159.6028 ,0.0302 
2179,21,2.78E-05,185632.3489 ,0.0180 
2255,21,3.71E-05,208013.0340 ,0.0214 
2261,21,2.48E-05,190806.6777 ,0.0200 
2285,21,5.23E-05,732174.3344 ,0.0217 
2306,21,9.23E-05,1408702.2312 ,0.0289 
2430,21,2.50E-05,231299.8194 ,0.0175 
2431,21,2.12E-05,74090.1541 ,0.0215 
2432,21,1.91E-05,19092.9088 ,0.0190 
2437,21,2.37E-05,20936.2704 ,0.0178 
2483,21,2.84E-05,233143.1513 ,0.0125 
2566,21,5.42E-05,582677.6402 ,0.0216 
2855,21,2.41E-05,93725.4215 ,0.0176 
2971,21,3.39E-05,478234.1765 ,0.0163 
2973,21,7.71E-05,1059045.5651 ,0.0142 
3011,21,2.08E-05,32189.2188 ,0.0184 
3051,21,2.30E-05,187846.1277 ,0.0166 
3084,21,1.98E-05,16051.8294 ,0.0133 
3111,21,3.47E-05,128867.9879 ,0.0190 
3176,21,2.15E-05,36603.2949 ,0.0222 
3232,21,2.76E-05,171908.1820 ,0.0121 
3295,21,4.01E-05,477790.0541 ,0.0081 
3299,21,2.67E-05,142866.2547 ,0.0216 
3316,21,3.58E-05,57164.4310 ,0.0094 
3651,21,2.40E-05,168648.5951 ,0.0173 
3653,21,3.09E-05,187169.0512 ,0.0111 
3730,21,2.49E-05,144113.5008 ,0.0179 
3745,21,3.05E-05,379393.1109 ,0.0081 
3800,21,3.48E-05,243230.1785 ,0.0195 
3833,21,2.55E-05,249232.9038 ,0.0182 
3843,21,3.34E-05,234779.1148 ,0.0155 
3880,21,2.01E-05,33072.6784 ,0.0155 
4030,21,1.84E-05,18405.0795 ,0.0142 
4032,21,2.66E-05,185902.0146 ,0.0217 
4075,21,2.83E-05,184090.2707 ,0.0128 
4159,21,2.96E-05,326683.3301 ,0.0085 
4225,21,6.27E-05,284705.1772 ,0.0249 
4239,21,2.31E-05,94148.1590 ,0.0151 
4332,21,2.61E-05,169508.2644 ,0.0122 
4402,21,2.96E-05,194829.9370 ,0.0160 
4403,21,3.13E-05,235590.9754 ,0.0226 
4497,21,2.18E-05,92794.9756 ,0.0205 
4675,21,2.48E-05,186862.8169 ,0.0215 
4679,21,3.01E-05,446527.7807 ,0.0148 
4709,21,6.08E-05,651057.0698 ,0.0148 
4763,21,3.45E-05,235762.6468 ,0.0192 
4942,21,1.70E-05,5536.5797 ,0.0250 
5201,21,2.22E-05,95900.6627 ,0.0164 
5314,21,2.53E-05,199384.5025 ,0.0273 
5982,21,1.05E-04,1515300.7577 ,0.0284 
6160,21,7.42E-05,570070.0494 ,0.0355 
6194,21,4.65E-05,740409.3074 ,0.0174 
6756,21,2.36E-05,48274.5758 ,0.0213 
6839,21,2.21E-05,94606.2607 ,0.0167 
7115,21,2.10E-05,97882.1833 ,0.0097 
8413,21,3.81E-04,6877057.7272 ,0.0289 
8660,21,1.14E-04,1801471.9997 ,0.0373 
8663,21,4.15E-05,583885.8944 ,0.0175 
8878,21,1.06E-04,1392786.5467 ,0.0277 
9413,21,3.08E-05,117773.5067 ,0.0145 
11674,21,3.46E-05,133716.7550 ,0.0119 
13378,21,9.06E-05,360304.6384 ,0.0328 
17040,21,5.05E-05,139529.1899 ,0.0115 
18686,21,4.60E-05,345148.7729 ,0.0059 
19470,21,4.74E-05,770097.4737 ,0.0119 
424,20,2.07E-05,86224.4661 ,0.0223 
514,20,3.70E-05,396702.5897 ,0.0165 
831,20,2.09E-05,35293.8916 ,0.0102 
860,20,1.93E-05,18657.6785 ,0.0112 
918,20,1.79E-05,7657.7684 ,0.0164 
988,20,2.11E-05,107609.6084 ,0.0266 
993,20,2.08E-05,19257.0584 ,0.0121 
1483,20,2.14E-05,176528.9490 ,0.0233 
1485,20,3.11E-05,298993.6639 ,0.0177 
1574,20,2.33E-05,124229.4237 ,0.0154 
1587,20,2.07E-05,13861.7313 ,0.0167 
1614,20,2.22E-05,124894.1902 ,0.0191 
1653,20,2.03E-05,19273.2980 ,0.0171 
1924,20,2.27E-05,163889.4374 ,0.0169 
2209,20,2.09E-05,106700.3936 ,0.0128 
2247,20,3.10E-05,113831.8024 ,0.0169 
2276,20,9.47E-05,1320195.5168 ,0.0247 
2355,20,9.02E-05,1074377.2536 ,0.0220 
2456,20,1.66E-05,5078.7733 ,0.0169 
2473,20,1.74E-05,5945.6150 ,0.0202 
2475,20,1.81E-05,8573.4495 ,0.0197 
2484,20,3.33E-05,129308.4279 ,0.0161 
2768,20,2.32E-05,114143.2062 ,0.0102 
2796,20,1.82E-05,154152.9835 ,0.0180 
2807,20,2.18E-05,112812.8137 ,0.0168 
2818,20,2.32E-05,111651.1927 ,0.0211 
2873,20,1.84E-05,82010.4386 ,0.0196 
3174,20,2.42E-05,240374.0895 ,0.0140 
3301,20,2.70E-05,263783.2180 ,0.0175 
3355,20,2.10E-05,23483.5992 ,0.0174 
3383,20,2.46E-05,168101.5209 ,0.0189 
3415,20,3.95E-05,604600.5436 ,0.0252 
3428,20,3.31E-05,221814.0697 ,0.0096 
3505,20,2.40E-05,83161.4617 ,0.0056 
3557,20,1.89E-05,20056.7494 ,0.0186 
3603,20,2.21E-05,65275.3619 ,0.0221 
3622,20,2.57E-05,177673.0464 ,0.0176 
3681,20,2.14E-05,97112.7540 ,0.0129 
3786,20,4.06E-05,326853.5293 ,0.0153 
4024,20,1.65E-05,12441.4176 ,0.0195 
4133,20,2.34E-05,134685.6291 ,0.0080 
4152,20,2.46E-05,132304.9458 ,0.0213 
4247,20,6.31E-05,993700.4160 ,0.0092 
4253,20,1.92E-05,80080.5678 ,0.0194 
4399,20,2.31E-05,34575.6977 ,0.0153 
4474,20,1.89E-05,8953.2630 ,0.0097 
4556,20,2.19E-05,188402.0209 ,0.0273 
4688,20,3.01E-05,64748.9349 ,0.0092 
4901,20,2.21E-05,95066.5565 ,0.0146 
5279,20,3.55E-05,600682.6793 ,0.0214 
5626,20,1.79E-05,8662.5682 ,0.0145 
5791,20,4.62E-05,540888.0694 ,0.0172 
6113,20,3.13E-05,244956.3394 ,0.0119 
6255,20,5.75E-05,873678.8298 ,0.0173 
6681,20,2.48E-04,4112971.5664 ,0.0315 
6827,20,1.79E-05,15286.7018 ,0.0238 
6842,20,2.29E-05,24296.7894 ,0.0169 
6978,20,8.81E-05,1118488.7667 ,0.0265 
7530,20,2.83E-05,259038.2845 ,0.0127 
7730,20,1.68E-04,2026487.1192 ,0.1185 
8152,20,2.66E-05,1106116.7601 ,0.0101 
8938,20,6.32E-05,670538.8860 ,0.0260 
10110,20,3.22E-05,222539.4624 ,0.0162 
10542,20,1.84E-05,16607.7299 ,0.0189 
11359,20,1.86E-05,16600.6561 ,0.0204 
14606,20,3.16E-05,174423.6531 ,0.0063 
15472,20,3.04E-05,59346.5942 ,0.0196 
260,19,2.37E-05,247887.6106 ,0.0104 
331,19,3.00E-05,313651.3105 ,0.0092 
482,19,2.98E-05,464992.8581 ,0.0218 
588,19,6.63E-05,867584.9818 ,0.0165 
820,19,1.52E-05,2041.6887 ,0.0234 
965,19,1.57E-05,1407.5459 ,0.0145 
999,19,2.82E-05,324365.7867 ,0.0127 
1358,19,1.71E-05,2641.6673 ,0.0131 
1538,19,2.30E-05,35462.4759 ,0.0123 
1740,19,1.88E-05,51310.9574 ,0.0170 
1753,19,1.61E-05,3584.6969 ,0.0157 
1785,19,1.89E-05,25938.2002 ,0.0294 
1830,19,1.79E-05,9389.7311 ,0.0226 
1900,19,2.33E-05,15642.8725 ,0.0252 
2048,19,2.44E-05,194439.8378 ,0.0251 
2102,19,5.14E-05,538842.8522 ,0.0189 
2328,19,1.87E-05,31311.4292 ,0.0210 
2429,19,2.79E-05,283745.1499 ,0.0135 
2641,19,3.35E-05,39466.3318 ,0.0118 
2694,19,2.25E-05,160593.1269 ,0.0259 
2698,19,2.40E-05,168687.1357 ,0.0068 
3059,19,2.36E-05,72800.8358 ,0.0101 
3297,19,5.18E-05,302663.1285 ,0.0118 
3392,19,2.28E-05,30257.3982 ,0.0093 
3409,19,3.42E-05,176855.2045 ,0.0110 
3527,19,3.23E-05,253791.1855 ,0.0147 
3645,19,4.55E-05,500310.3532 ,0.0165 
3704,19,2.03E-05,19628.9177 ,0.0177 
3768,19,2.73E-05,156444.6933 ,0.0074 
3781,19,1.78E-05,15660.1487 ,0.0195 
3835,19,1.69E-05,4183.1770 ,0.0175 
4204,19,5.98E-05,312388.4395 ,0.0198 
4229,19,3.98E-05,360264.1832 ,0.0119 
4303,19,3.14E-05,147903.3554 ,0.0115 
4307,19,3.17E-05,398894.3800 ,0.0076 
4424,19,1.65E-05,8530.7571 ,0.0182 
4437,19,2.23E-05,90651.5868 ,0.0138 
4447,19,5.13E-05,676601.3943 ,0.0122 
4510,19,2.14E-05,83359.4938 ,0.0063 
4582,19,3.50E-05,273281.8624 ,0.0210 
4598,19,2.31E-05,163933.9640 ,0.0186 
4648,19,1.65E-05,3025.9818 ,0.0162 
4771,19,2.60E-05,116687.5016 ,0.0136 
4776,19,3.67E-05,507142.5893 ,0.0131 
4828,19,2.84E-05,91427.9244 ,0.0086 
5178,19,4.64E-05,285121.5476 ,0.0198 
5199,19,1.73E-05,77187.1550 ,0.0291 
5356,19,2.16E-05,95719.6221 ,0.0190 
5776,19,3.83E-05,638654.1230 ,0.0094 
5839,19,2.38E-05,118426.8278 ,0.0100 
5853,19,5.73E-05,1394418.4876 ,0.0126 
5884,19,2.58E-05,245091.9799 ,0.0161 
5965,19,4.78E-05,339175.9221 ,0.0158 
6048,19,6.26E-05,887978.5441 ,0.0165 
6395,19,2.98E-05,143851.1150 ,0.0139 
6939,19,6.59E-05,298550.8726 ,0.0535 
8849,19,9.57E-05,825087.1370 ,0.0395 
8905,19,7.49E-05,715589.5870 ,0.0182 
8921,19,1.28E-04,1961550.3375 ,0.0215 
10027,19,2.85E-05,182969.3327 ,0.0226 
11446,19,2.55E-05,55522.3912 ,0.0073 
11522,19,1.04E-04,719544.2409 ,0.0472 
11699,19,3.76E-05,471477.8098 ,0.0211 
14762,19,2.14E-05,95881.9698 ,0.0116 
15504,19,2.15E-05,10146.8238 ,0.0109 
15974,19,3.21E-05,69954.6463 ,0.0159 
19057,19,3.97E-05,707644.6155 ,0.0102 
23900,19,2.98E-05,368515.1864 ,0.0123 
182,18,1.52E-05,14639.3230 ,0.0253 
312,18,1.48E-05,5354.7062 ,0.0163 
823,18,1.59E-05,65636.2785 ,0.0152 
858,18,1.54E-05,2746.1644 ,0.0186 
1030,18,1.79E-05,80992.9931 ,0.0214 
1071,18,2.02E-05,130122.7703 ,0.0214 
1305,18,1.60E-05,10490.2765 ,0.0195 
1315,18,2.04E-05,168906.5034 ,0.0135 
1419,18,1.42E-05,1240.9802 ,0.0150 
1447,18,1.96E-05,154476.7979 ,0.0192 
1731,18,1.52E-05,10650.4008 ,0.0098 
1765,18,1.87E-05,11848.2162 ,0.0136 
1808,18,2.16E-05,163035.3384 ,0.0237 
1839,18,1.48E-05,6024.9364 ,0.0331 
1882,18,1.60E-05,4344.7825 ,0.0156 
1943,18,3.33E-05,420486.2267 ,0.0153 
2024,18,3.38E-05,896066.8874 ,0.0221 
2155,18,7.36E-05,985851.1089 ,0.0203 
2302,18,2.35E-05,164344.3174 ,0.0126 
2438,18,2.79E-05,33022.0726 ,0.0131 
2453,18,2.59E-05,92263.4565 ,0.0074 
2461,18,2.82E-05,281394.8894 ,0.0138 
2700,18,3.23E-05,475887.4687 ,0.0160 
2714,18,2.48E-05,16785.8894 ,0.0083 
2716,18,3.49E-05,337539.1293 ,0.0104 
2724,18,2.03E-05,18273.8241 ,0.0136 
2730,18,2.42E-05,168141.4920 ,0.0115 
2790,18,2.51E-05,236775.1110 ,0.0149 
2816,18,2.33E-05,138429.4791 ,0.0258 
2920,18,2.66E-05,267992.2182 ,0.0110 
2952,18,1.84E-05,20063.1201 ,0.0189 
3132,18,2.47E-05,96352.1538 ,0.0076 
3285,18,1.59E-05,8174.1341 ,0.0127 
3296,18,2.79E-05,78992.4876 ,0.0111 
