Id,¶È,Eigenvector Centrality,PageRank,Betweenness Centrality
2148,90,0.12358 ,2.84E-04,311.30 
3035,90,0.03860 ,4.90E-04,213.14 
1181,89,0.15173 ,2.67E-04,33.95 
1573,89,0.04139 ,4.18E-04,227.01 
1795,89,0.14108 ,2.71E-04,41.93 
513,89,0.03013 ,5.82E-04,3927.26 
2730,89,0.02362 ,6.22E-04,807.48 
2755,89,0.04300 ,3.98E-04,81.77 
3150,89,0.03712 ,5.04E-04,296.06 
3417,89,0.04056 ,4.10E-04,120.30 
2407,89,0.33351 ,1.85E-04,8.77 
1160,88,0.12532 ,2.82E-04,231.49 
1590,88,0.12430 ,3.14E-04,2653.17 
1819,88,0.13505 ,2.82E-04,76.04 
2135,88,0.11903 ,2.78E-04,307.71 
2191,88,0.12705 ,2.73E-04,148.06 
2516,88,0.11728 ,2.80E-04,145.49 
2890,88,0.03878 ,4.20E-04,172.42 
3033,88,0.04151 ,4.01E-04,104.53 
3038,88,0.03506 ,5.10E-04,318.20 
538,87,0.03454 ,5.30E-04,10469.75 
1290,87,0.12977 ,2.75E-04,111.34 
2916,87,0.04149 ,3.94E-04,85.00 
3324,87,0.03695 ,4.37E-04,264.34 
1989,87,0.32301 ,1.82E-04,11.79 
2151,86,0.12005 ,2.70E-04,139.03 
2928,86,0.03924 ,4.05E-04,156.50 
3076,86,0.03279 ,4.94E-04,277.32 
3198,86,0.03289 ,5.08E-04,404.17 
3252,86,0.03843 ,4.59E-04,112.18 
1963,86,0.31926 ,1.80E-04,9.45 
2353,86,0.31575 ,1.80E-04,8.85 
2429,86,0.27715 ,1.99E-04,99.43 
3596,86,0.01844 ,7.74E-04,417.75 
566,85,0.03812 ,5.22E-04,14568.56 
1024,85,0.13173 ,2.84E-04,101.52 
1289,85,0.14852 ,2.57E-04,4842.57 
1380,85,0.14002 ,2.58E-04,32.52 
553,85,0.02653 ,5.71E-04,5463.29 
2134,85,0.11494 ,2.71E-04,235.80 
2002,85,0.11157 ,2.72E-04,191.85 
2750,85,0.04202 ,3.83E-04,69.56 
3152,85,0.03564 ,4.81E-04,281.68 
2313,85,0.03844 ,7.32E-04,1093.15 
580,84,0.03466 ,5.16E-04,11746.15 
952,84,0.15199 ,2.53E-04,18.66 
1227,84,0.03952 ,3.92E-04,146.73 
1272,84,0.13041 ,2.79E-04,206.38 
1359,84,0.11632 ,2.69E-04,70.22 
1388,84,0.12547 ,2.63E-04,42.11 
1462,84,0.03885 ,3.90E-04,65.02 
1479,84,0.03972 ,3.91E-04,129.58 
2010,84,0.11442 ,2.66E-04,24.15 
3132,84,0.03782 ,4.46E-04,90.53 
3348,84,0.04070 ,3.79E-04,85.01 
3351,84,0.03711 ,4.52E-04,120.51 
1198,83,0.14553 ,2.50E-04,18.84 
1580,83,0.13109 ,2.59E-04,50.84 
1893,83,0.03928 ,4.04E-04,250.98 
2267,83,0.10001 ,2.71E-04,596.49 
497,83,0.02730 ,5.41E-04,4607.14 
500,83,0.02699 ,5.47E-04,3338.68 
559,83,0.03016 ,5.19E-04,2362.13 
2664,83,0.04000 ,3.78E-04,76.35 
2676,83,0.03924 ,3.82E-04,96.58 
2738,83,0.03407 ,4.28E-04,286.26 
2757,83,0.03975 ,3.79E-04,89.34 
2777,83,0.03976 ,3.81E-04,92.45 
2910,83,0.04124 ,3.74E-04,96.65 
3054,83,0.03884 ,3.88E-04,129.39 
3104,83,0.03595 ,4.16E-04,204.34 
3545,83,0.01796 ,7.35E-04,354.24 
3938,83,0.01821 ,7.35E-04,310.43 
934,82,0.14936 ,2.53E-04,66.99 
1049,82,0.11888 ,2.72E-04,357.85 
1536,82,0.03096 ,5.36E-04,5541.76 
1628,82,0.03795 ,3.86E-04,155.36 
1659,82,0.12911 ,2.56E-04,33.36 
1753,82,0.13503 ,2.59E-04,42.58 
1871,82,0.03771 ,4.02E-04,190.35 
2800,82,0.04017 ,3.77E-04,82.83 
2833,82,0.03635 ,4.44E-04,117.47 
2943,82,0.03762 ,3.85E-04,125.09 
3350,82,0.03274 ,4.65E-04,242.42 
2161,82,0.09311 ,2.72E-04,61.58 
1652,81,0.12610 ,2.51E-04,40.70 
561,81,0.02831 ,5.15E-04,2629.76 
2420,81,0.12223 ,2.51E-04,63.60 
2849,81,0.03615 ,4.33E-04,83.09 
1026,80,0.12400 ,2.66E-04,95.28 
1075,80,0.11036 ,2.67E-04,325.44 
1312,80,0.12257 ,2.72E-04,2238.33 
1661,80,0.03744 ,3.91E-04,206.42 
1729,80,0.03509 ,4.01E-04,230.16 
2867,80,0.03749 ,3.71E-04,92.81 
3022,80,0.03941 ,3.63E-04,64.72 
3185,80,0.03243 ,4.60E-04,277.23 
1029,79,0.09757 ,3.13E-04,5145.95 
1032,79,0.03737 ,3.96E-04,264.71 
1539,79,0.13320 ,2.46E-04,29.28 
1632,79,0.13064 ,2.47E-04,51.26 
1737,79,0.13164 ,2.43E-04,23.77 
1742,79,0.03667 ,3.87E-04,142.65 
1899,79,0.03779 ,3.76E-04,255.55 
1939,79,0.09083 ,2.62E-04,836.38 
2589,79,0.10115 ,2.59E-04,387.02 
828,79,0.01342 ,7.94E-04,32302.55 
2368,79,0.09809 ,2.70E-04,1253.20 
1916,79,0.09502 ,2.62E-04,426.55 
2343,79,0.10715 ,2.52E-04,311.52 
2925,79,0.03706 ,3.66E-04,86.99 
3226,79,0.03879 ,3.61E-04,74.52 
2325,79,0.06825 ,3.36E-04,2240.37 
56,78,0.01612 ,8.10E-04,8844.05 
906,78,0.11783 ,2.50E-04,86.58 
1070,78,0.02720 ,5.10E-04,4345.56 
1639,78,0.11472 ,2.67E-04,192.65 
465,78,0.02592 ,5.04E-04,2725.16 
2144,78,0.10879 ,2.54E-04,352.62 
2683,78,0.03262 ,3.90E-04,178.42 
2828,78,0.03534 ,4.18E-04,83.65 
2866,78,0.03766 ,3.61E-04,83.16 
3056,78,0.03641 ,3.61E-04,81.37 
3060,78,0.03215 ,4.43E-04,175.98 
999,77,0.13289 ,2.40E-04,39.62 
1323,77,0.11850 ,2.45E-04,36.47 
1358,77,0.03374 ,4.57E-04,1560.79 
1596,77,0.03710 ,3.61E-04,81.48 
1636,77,0.03724 ,3.59E-04,82.55 
2472,77,0.09836 ,2.71E-04,1806.81 
395,77,0.02475 ,5.12E-04,4811.11 
2399,77,0.09435 ,2.69E-04,1222.47 
2901,77,0.03142 ,4.58E-04,309.37 
2909,77,0.03611 ,3.69E-04,114.81 
67,76,0.01596 ,7.78E-04,7432.24 
1067,76,0.03701 ,3.56E-04,105.59 
1209,76,0.11491 ,2.44E-04,69.56 
1280,76,0.10911 ,2.53E-04,69.72 
2501,76,0.10794 ,2.52E-04,1148.54 
2062,76,0.10549 ,2.49E-04,771.00 
2872,76,0.03766 ,3.47E-04,57.62 
3049,76,0.03452 ,4.10E-04,126.39 
3084,76,0.03132 ,3.94E-04,214.07 
3096,76,0.03777 ,3.45E-04,48.37 
3344,76,0.03371 ,4.15E-04,108.43 
3347,76,0.03432 ,4.23E-04,156.06 
3396,76,0.02952 ,4.40E-04,196.95 
2058,76,0.26018 ,1.78E-04,55.74 
3604,76,0.01618 ,7.05E-04,554.45 
927,75,0.11257 ,2.52E-04,188.46 
2264,75,0.09236 ,2.46E-04,736.60 
2748,75,0.02939 ,4.41E-04,284.86 
2827,75,0.03707 ,3.44E-04,61.89 
2864,75,0.03607 ,3.48E-04,67.50 
2913,75,0.03687 ,3.48E-04,122.67 
3362,75,0.03361 ,3.62E-04,121.85 
2606,75,0.28882 ,1.61E-04,2.61 
1231,74,0.03548 ,3.52E-04,104.81 
1347,74,0.03661 ,3.64E-04,128.29 
1375,74,0.11436 ,2.35E-04,30.13 
1402,74,0.12060 ,2.33E-04,29.43 
1653,74,0.12062 ,2.30E-04,20.62 
2905,74,0.03612 ,3.40E-04,54.61 
2920,74,0.03523 ,3.48E-04,98.59 
3174,74,0.03686 ,3.37E-04,46.60 
3360,74,0.02744 ,4.50E-04,306.58 
2136,74,0.27157 ,1.60E-04,5.66 
271,73,0.01461 ,7.52E-04,224.10 
651,73,0.03119 ,4.55E-04,12973.17 
1373,73,0.03354 ,3.80E-04,296.97 
1857,73,0.03510 ,3.44E-04,65.35 
400,73,0.02581 ,4.64E-04,2321.63 
2315,73,0.10435 ,2.34E-04,50.48 
2873,73,0.03252 ,3.46E-04,76.16 
2973,73,0.03257 ,4.00E-04,109.05 
3339,73,0.03626 ,3.35E-04,55.95 
2055,73,0.26714 ,1.60E-04,14.48 
322,72,0.01444 ,7.91E-04,7853.30 
1207,72,0.11206 ,2.32E-04,41.63 
1475,72,0.03621 ,3.44E-04,370.92 
1538,72,0.11309 ,2.33E-04,62.60 
1611,72,0.03581 ,3.41E-04,244.51 
2653,72,0.09989 ,2.35E-04,274.53 
506,72,0.02523 ,4.74E-04,988.97 
2904,72,0.02712 ,4.47E-04,334.37 
2992,72,0.03120 ,4.05E-04,172.41 
3002,72,0.02196 ,4.88E-04,423.71 
3172,72,0.02852 ,4.13E-04,124.13 
3195,72,0.03545 ,3.34E-04,68.59 
3267,72,0.03186 ,4.09E-04,126.89 
1970,72,0.07256 ,2.64E-04,143.48 
2391,72,0.22283 ,1.85E-04,83.73 
1123,71,0.09460 ,2.52E-04,116.22 
1221,71,0.03181 ,3.73E-04,420.49 
1298,71,0.03612 ,3.32E-04,44.56 
1470,71,0.09794 ,2.46E-04,73.89 
1614,71,0.11144 ,2.33E-04,147.34 
1796,71,0.11913 ,2.21E-04,24.98 
1891,71,0.11541 ,2.35E-04,43.39 
370,71,0.02364 ,4.75E-04,2838.97 
431,71,0.02505 ,4.65E-04,1746.34 
438,71,0.02464 ,4.62E-04,1058.12 
713,71,0.01193 ,7.52E-04,40868.73 
2101,71,0.07948 ,2.46E-04,448.84 
2862,71,0.03410 ,3.32E-04,51.49 
2969,71,0.03443 ,3.29E-04,54.27 
3120,71,0.03295 ,3.84E-04,61.40 
3140,71,0.02507 ,4.55E-04,406.17 
3277,71,0.03225 ,3.89E-04,110.39 
2232,71,0.07515 ,2.91E-04,193.69 
1110,70,0.08788 ,2.68E-04,293.53 
1502,70,0.03231 ,3.55E-04,147.45 
1528,70,0.09701 ,2.47E-04,444.40 
1703,70,0.02573 ,4.77E-04,308.00 
1844,70,0.03173 ,4.15E-04,382.97 
1972,70,0.03350 ,3.44E-04,825.11 
2417,70,0.08131 ,2.54E-04,1290.58 
2445,70,0.09355 ,2.30E-04,330.48 
2724,70,0.01796 ,5.23E-04,657.44 
2869,70,0.03046 ,4.04E-04,2102.11 
3019,70,0.01926 ,4.97E-04,878.82 
3406,70,0.02840 ,4.14E-04,753.11 
2674,70,0.03200 ,3.79E-04,70.80 
2919,70,0.03443 ,3.30E-04,80.88 
3017,70,0.02678 ,4.28E-04,260.99 
3284,70,0.03574 ,3.19E-04,31.14 
2235,70,0.07075 ,2.57E-04,149.27 
25,69,0.01287 ,8.04E-04,439.17 
1515,69,0.03366 ,3.44E-04,215.19 
1523,69,0.08959 ,2.62E-04,2148.65 
1540,69,0.07830 ,3.11E-04,3440.18 
1644,69,0.09707 ,2.31E-04,104.91 
525,69,0.02425 ,4.42E-04,3138.43 
705,69,0.01163 ,6.86E-04,287.18 
2698,69,0.03500 ,3.19E-04,41.69 
2911,69,0.03451 ,3.17E-04,35.96 
2939,69,0.03202 ,3.77E-04,60.43 
3119,69,0.03058 ,3.42E-04,103.73 
3145,69,0.02849 ,3.94E-04,140.84 
3321,69,0.02802 ,4.08E-04,177.05 
2396,69,0.07402 ,2.39E-04,59.94 
26,68,0.01385 ,6.98E-04,157.75 
982,68,0.10559 ,2.43E-04,112.95 
1066,68,0.03191 ,3.41E-04,149.36 
1135,68,0.10815 ,2.38E-04,85.33 
1261,68,0.03177 ,3.42E-04,124.91 
1282,68,0.03239 ,3.39E-04,104.02 
1338,68,0.02487 ,4.38E-04,3555.11 
374,68,0.02382 ,4.44E-04,2358.83 
698,68,0.01002 ,0.001293946,940024.25 
3179,68,0.02780 ,3.92E-04,371.26 
3113,68,0.02962 ,3.85E-04,130.53 
3182,68,0.02798 ,3.90E-04,111.13 
3342,68,0.02397 ,4.30E-04,308.04 
2287,68,0.25481 ,1.54E-04,30.24 
2438,68,0.07455 ,2.41E-04,72.06 
2603,68,0.06751 ,2.49E-04,86.91 
1028,67,0.11385 ,2.16E-04,1963.77 
1040,67,0.09730 ,2.20E-04,35.37 
1351,67,0.12036 ,2.12E-04,16.06 
1495,67,0.03191 ,3.32E-04,114.59 
1574,67,0.02829 ,4.19E-04,2167.24 
1630,67,0.02619 ,4.19E-04,514.42 
1782,67,0.10246 ,2.30E-04,1760.12 
1820,67,0.03060 ,3.38E-04,93.49 
544,67,0.02366 ,4.42E-04,766.74 
3684,67,0.01447 ,6.33E-04,12919.95 
2689,67,0.03255 ,3.12E-04,49.32 
2706,67,0.02980 ,3.30E-04,89.85 
3302,67,0.02205 ,4.62E-04,509.14 
641,66,0.03075 ,3.96E-04,4357.90 
897,66,0.07768 ,2.48E-04,137.87 
995,66,0.07901 ,2.63E-04,302.68 
1085,66,0.02121 ,5.92E-04,1214577.76 
1130,66,0.10344 ,2.20E-04,46.91 
1158,66,0.03394 ,3.16E-04,173.87 
1182,66,0.10511 ,2.33E-04,1717.91 
1287,66,0.12114 ,2.06E-04,11.83 
1366,66,0.02639 ,4.24E-04,244.10 
1427,66,0.03160 ,3.84E-04,412.91 
1576,66,0.03221 ,3.14E-04,87.47 
1765,66,0.09124 ,2.38E-04,139.00 
2171,66,0.02815 ,3.33E-04,663.52 
460,66,0.02023 ,4.64E-04,5063.33 
805,66,0.01161 ,6.60E-04,24879.31 
2781,66,0.02749 ,3.99E-04,231.97 
2880,66,0.03223 ,3.10E-04,45.50 
3027,66,0.02321 ,4.33E-04,309.80 
3149,66,0.03227 ,3.08E-04,49.97 
3240,66,0.02718 ,3.85E-04,165.04 
3247,66,0.03070 ,3.55E-04,31.25 
2304,66,0.07304 ,2.35E-04,57.67 
21,65,0.01374 ,6.97E-04,7645.56 
252,65,0.01329 ,6.75E-04,162.08 
277,65,0.01295 ,7.23E-04,320.08 
942,65,0.02988 ,3.28E-04,79.56 
957,65,0.03272 ,3.10E-04,77.54 
1047,65,0.10197 ,2.24E-04,57.07 
1056,65,0.08826 ,2.25E-04,61.32 
1148,65,0.03289 ,3.15E-04,251.39 
1715,65,0.03402 ,3.07E-04,48.40 
1973,65,0.03294 ,3.19E-04,705.06 
2116,65,0.03747 ,3.13E-04,945.97 
2364,65,0.02745 ,3.32E-04,731.29 
492,65,0.02430 ,4.16E-04,1987.02 
507,65,0.02234 ,4.32E-04,1260.05 
3633,65,0.01471 ,6.01E-04,10645.69 
2994,65,0.02928 ,3.11E-04,63.92 
3098,65,0.03225 ,3.03E-04,50.89 
3335,65,0.02800 ,3.79E-04,188.72 
3345,65,0.02594 ,3.88E-04,176.70 
3433,65,0.03015 ,3.09E-04,46.89 
1100,64,0.03180 ,3.05E-04,33.42 
1273,64,0.03041 ,3.38E-04,233.90 
1320,64,0.02797 ,3.84E-04,939.08 
1426,64,0.03212 ,3.06E-04,43.57 
1535,64,0.09335 ,2.19E-04,42.22 
1877,64,0.10095 ,2.11E-04,21.29 
1951,64,0.02707 ,3.24E-04,638.60 
514,64,0.02297 ,4.17E-04,616.53 
524,64,0.02420 ,4.14E-04,1403.50 
719,64,0.01150 ,6.41E-04,26758.95 
1994,64,0.09861 ,2.07E-04,42.82 
2940,64,0.03227 ,2.99E-04,41.66 
3064,64,0.03258 ,2.95E-04,27.38 
122,63,0.01368 ,6.65E-04,6078.60 
932,63,0.08630 ,2.20E-04,66.53 
1052,63,0.02379 ,4.03E-04,318.72 
1074,63,0.09024 ,2.26E-04,5773.66 
1340,63,0.09730 ,2.04E-04,15.35 
1487,63,0.03946 ,3.54E-04,631.08 
1811,63,0.09949 ,2.11E-04,32.36 
1894,63,0.03211 ,3.24E-04,187.20 
1995,63,0.02718 ,3.22E-04,674.93 
567,63,0.02251 ,4.80E-04,784996.91 
3233,63,0.01696 ,4.62E-04,470.14 
2729,63,0.02557 ,3.29E-04,159.68 
2763,63,0.02745 ,3.17E-04,88.91 
2937,63,0.02710 ,3.57E-04,85.20 
2988,63,0.02894 ,3.04E-04,58.68 
3108,63,0.03253 ,2.89E-04,19.89 
3117,63,0.02733 ,3.37E-04,383.38 
3214,63,0.01838 ,4.52E-04,396.12 
3256,63,0.01629 ,4.99E-04,402.19 
3274,63,0.02289 ,4.12E-04,321.44 
3297,63,0.02947 ,3.43E-04,35.05 
3419,63,0.02838 ,3.52E-04,83.08 
2536,63,0.21865 ,1.47E-04,46.19 
119,62,0.01166 ,7.34E-04,12413.00 
983,62,0.09305 ,2.04E-04,19.79 
1457,62,0.10447 ,2.01E-04,14.94 
1709,62,0.02202 ,4.19E-04,263.55 
378,62,0.02315 ,4.05E-04,906.61 
417,62,0.02270 ,3.97E-04,1278.52 
3136,62,0.01778 ,4.54E-04,363.73 
3366,62,0.01802 ,4.41E-04,440.13 
2853,62,0.02883 ,3.37E-04,43.59 
3070,62,0.02863 ,3.39E-04,39.00 
3073,62,0.02823 ,3.00E-04,63.96 
3106,62,0.02801 ,3.48E-04,59.07 
3239,62,0.02915 ,3.35E-04,34.88 
3332,62,0.02697 ,3.50E-04,76.73 
3353,62,0.02352 ,3.89E-04,227.78 
3411,62,0.02483 ,3.75E-04,214.95 
1021,61,0.03171 ,2.93E-04,73.77 
1159,61,0.02529 ,3.81E-04,168.04 
1423,61,0.03279 ,2.92E-04,72.03 
1680,61,0.03267 ,3.01E-04,277.30 
1772,61,0.09779 ,2.04E-04,32.28 
391,61,0.02259 ,4.05E-04,3361.22 
456,61,0.02017 ,3.99E-04,2609.42 
515,61,0.02214 ,4.02E-04,1292.89 
3756,61,0.01358 ,5.92E-04,15131.99 
2666,61,0.03041 ,2.86E-04,41.95 
2894,61,0.02374 ,3.62E-04,143.52 
2912,61,0.03127 ,2.84E-04,26.46 
2991,61,0.02928 ,3.31E-04,30.40 
3115,61,0.02773 ,3.46E-04,108.07 
3146,61,0.02798 ,3.41E-04,85.43 
3169,61,0.02920 ,3.30E-04,24.08 
3184,61,0.02752 ,3.04E-04,75.83 
3838,61,0.01307 ,5.54E-04,163.32 
1080,60,0.02876 ,3.56E-04,320.74 
1129,60,0.03008 ,2.89E-04,80.40 
1237,60,0.03766 ,3.52E-04,1508.28 
1284,60,0.03071 ,2.92E-04,150.51 
1413,60,0.03011 ,2.89E-04,40.68 
1571,60,0.08553 ,2.17E-04,75.25 
1691,60,0.03046 ,2.88E-04,30.26 
1716,60,0.03068 ,2.90E-04,61.76 
2001,60,0.02665 ,3.04E-04,538.22 
422,60,0.01405 ,5.14E-04,3143.27 
436,60,0.02216 ,4.17E-04,2037.44 
2465,60,0.08683 ,1.99E-04,40.88 
2796,60,0.02669 ,3.38E-04,65.81 
2936,60,0.02541 ,3.61E-04,133.54 
2985,60,0.03136 ,2.76E-04,16.92 
3293,60,0.02720 ,2.92E-04,47.62 
3299,60,0.02318 ,3.68E-04,161.25 
3378,60,0.02527 ,3.47E-04,79.77 
239,59,0.01221 ,6.30E-04,150.37 
1505,59,0.02000 ,5.25E-04,30825.73 
1724,59,0.08046 ,2.07E-04,88.09 
3980,59,0.00502 ,0.002158535,202300.72 
3948,59,0.01333 ,5.58E-04,9393.44 
3851,59,0.01387 ,5.37E-04,9665.97 
2780,59,0.02101 ,3.83E-04,305.30 
2946,59,0.02496 ,3.41E-04,372.35 
2974,59,0.02976 ,2.77E-04,28.15 
2243,59,0.06701 ,2.06E-04,41.86 
2280,59,0.06955 ,2.09E-04,34.16 
1019,58,0.02963 ,2.81E-04,78.82 
1020,58,0.03033 ,2.93E-04,78.71 
1036,58,0.03009 ,2.78E-04,19.38 
1201,58,0.09023 ,1.94E-04,15.71 
1504,58,0.02151 ,3.81E-04,114.47 
1824,58,0.02896 ,2.92E-04,60.31 
503,58,0.01994 ,3.74E-04,1584.18 
542,58,0.02069 ,3.89E-04,2295.23 
824,58,0.01046 ,5.69E-04,126.47 
3263,58,0.01508 ,4.71E-04,2412.16 
2215,58,0.08165 ,1.98E-04,171.94 
2810,58,0.02616 ,2.92E-04,89.44 
2989,58,0.02545 ,3.41E-04,111.18 
2659,58,0.02293 ,3.48E-04,330.83 
3521,58,0.00990 ,6.63E-04,421.28 
9,57,0.01156 ,6.05E-04,134.11 
200,57,0.01187 ,5.96E-04,112.76 
203,57,0.01187 ,6.06E-04,134.23 
1009,57,0.02886 ,2.79E-04,52.18 
1082,57,0.02927 ,2.74E-04,20.38 
1166,57,0.02741 ,3.06E-04,186.89 
1275,57,0.02124 ,3.76E-04,173.49 
1469,57,0.01991 ,4.19E-04,288.52 
1525,57,0.02322 ,3.59E-04,128.09 
1754,57,0.08250 ,1.97E-04,65.70 
1794,57,0.02506 ,3.41E-04,444.61 
402,57,0.01926 ,3.86E-04,1909.86 
419,57,0.01842 ,4.13E-04,6056.50 
423,57,0.01979 ,3.88E-04,1811.54 
745,57,0.01014 ,5.82E-04,29636.04 
747,57,0.00972 ,5.93E-04,22128.42 
3162,57,0.01582 ,4.19E-04,376.52 
2385,57,0.07865 ,2.04E-04,552.47 
2741,57,0.02558 ,2.83E-04,72.85 
2773,57,0.02608 ,2.75E-04,37.56 
2815,57,0.02881 ,2.68E-04,23.70 
1980,57,0.02401 ,2.99E-04,42.19 
3611,57,0.01297 ,5.13E-04,119.92 
315,56,0.01208 ,6.07E-04,5355.55 
1099,56,0.02726 ,2.86E-04,29.74 
1435,56,0.05501 ,2.74E-04,757.49 
1437,56,0.07828 ,2.19E-04,171.70 
1645,56,0.02444 ,3.43E-04,124.70 
1655,56,0.02792 ,2.72E-04,22.52 
1722,56,0.07306 ,2.16E-04,75.38 
1828,56,0.02674 ,3.05E-04,256.74 
1876,56,0.02072 ,3.81E-04,192.10 
2284,56,0.02420 ,2.92E-04,599.60 
2538,56,0.02615 ,2.85E-04,534.49 
2640,56,0.02621 ,2.83E-04,526.85 
493,56,0.01860 ,3.67E-04,238.81 
823,56,0.01038 ,5.60E-04,15364.61 
3495,56,0.01253 ,5.55E-04,11034.90 
2993,56,0.02558 ,2.74E-04,39.21 
3142,56,0.02892 ,2.65E-04,23.10 
1923,56,0.04444 ,2.58E-04,107.98 
304,55,0.01227 ,5.80E-04,4799.89 
954,55,0.02793 ,2.84E-04,100.84 
1257,55,0.02820 ,2.66E-04,20.62 
1285,55,0.08320 ,1.87E-04,13.09 
1292,55,0.02904 ,2.67E-04,21.10 
1336,55,0.09053 ,1.81E-04,8.40 
1432,55,0.02806 ,2.67E-04,30.36 
1542,55,0.08846 ,1.84E-04,21.32 
2018,55,0.02557 ,2.84E-04,482.83 
408,55,0.01881 ,3.61E-04,777.20 
432,55,0.01852 ,3.85E-04,921.39 
830,55,0.01011 ,5.51E-04,19329.14 
3877,55,0.01256 ,5.00E-04,13424.34 
2198,55,0.07250 ,1.91E-04,87.51 
2285,55,0.07664 ,1.87E-04,102.10 
3077,55,0.01440 ,4.60E-04,307.03 
3224,55,0.02384 ,3.26E-04,100.88 
1919,55,0.02420 ,2.86E-04,43.36 
1927,55,0.02373 ,2.83E-04,22.59 
1981,55,0.06059 ,1.96E-04,12.18 
2259,55,0.07348 ,2.21E-04,119.84 
2365,55,0.02436 ,2.83E-04,28.56 
2620,55,0.02443 ,2.81E-04,23.93 
941,54,0.02560 ,2.87E-04,115.35 
975,54,0.02875 ,2.61E-04,21.87 
1054,54,0.07633 ,1.94E-04,62.82 
1112,54,0.08190 ,1.86E-04,17.72 
1219,54,0.08965 ,1.85E-04,27.25 
1396,54,0.02641 ,2.77E-04,26.25 
1473,54,0.02873 ,3.39E-04,533.18 
1862,54,0.02737 ,2.68E-04,34.60 
1998,54,0.02353 ,2.80E-04,462.02 
2547,54,0.07954 ,1.84E-04,637.08 
694,54,0.00978 ,5.44E-04,120.40 
2293,54,0.08849 ,1.79E-04,100.13 
3355,54,0.02532 ,3.07E-04,154.92 
2717,54,0.02847 ,2.52E-04,9.31 
2897,54,0.02755 ,2.57E-04,23.56 
2945,54,0.02496 ,2.65E-04,37.92 
3025,54,0.02241 ,2.92E-04,79.63 
3220,54,0.02597 ,2.64E-04,33.40 
3261,54,0.02245 ,3.22E-04,80.04 
3381,54,0.02624 ,2.99E-04,31.54 
2126,54,0.02209 ,4.51E-04,254.97 
2211,54,0.03869 ,2.73E-04,108.72 
2645,54,0.02358 ,2.80E-04,24.14 
1369,53,0.05519 ,2.75E-04,2462.55 
1393,53,0.07339 ,2.07E-04,142.28 
1587,53,0.02868 ,2.56E-04,20.31 
1881,53,0.03506 ,2.98E-04,380.41 
2024,53,0.02497 ,2.72E-04,452.94 
461,53,0.01946 ,3.59E-04,1723.91 
3385,53,0.01602 ,3.81E-04,1351.08 
2680,53,0.02649 ,2.56E-04,31.51 
2749,53,0.02651 ,2.57E-04,38.47 
2931,53,0.02346 ,2.67E-04,55.67 
3004,53,0.02715 ,2.57E-04,27.67 
3065,53,0.02721 ,2.53E-04,22.99 
3391,53,0.02591 ,2.94E-04,19.79 
3416,53,0.02519 ,2.94E-04,26.57 
2031,53,0.04231 ,2.61E-04,1939.87 
930,52,0.02173 ,3.26E-04,1095.61 
1448,52,0.02792 ,2.58E-04,84.96 
1454,52,0.02683 ,2.66E-04,40.03 
1513,52,0.06411 ,2.07E-04,1746.30 
697,52,0.00949 ,5.42E-04,16012.83 
781,52,0.00946 ,5.14E-04,110.00 
3577,52,0.01250 ,4.79E-04,6200.68 
3386,52,0.02203 ,3.12E-04,299.33 
3111,52,0.01931 ,3.28E-04,1199.20 
2753,52,0.02430 ,3.00E-04,48.01 
2875,52,0.02173 ,3.10E-04,84.64 
3029,52,0.02472 ,2.55E-04,25.42 
3085,52,0.02534 ,2.52E-04,29.82 
3089,52,0.02022 ,3.20E-04,134.17 
3158,52,0.02345 ,2.65E-04,44.76 
3403,52,0.01879 ,3.34E-04,160.73 
2006,52,0.02228 ,2.73E-04,21.86 
2345,52,0.05595 ,2.28E-04,136.72 
2657,52,0.02228 ,2.71E-04,16.45 
1018,51,0.02666 ,2.60E-04,57.07 
1060,51,0.02958 ,2.51E-04,70.82 
1102,51,0.02589 ,2.63E-04,29.49 
1120,51,0.02696 ,2.54E-04,57.59 
1379,51,0.02767 ,2.47E-04,9.92 
1725,51,0.01900 ,3.76E-04,254.64 
1807,51,0.02547 ,3.11E-04,154.66 
1882,51,0.02336 ,3.12E-04,111.30 
404,51,0.01688 ,3.38E-04,767.57 
3456,51,0.01227 ,4.73E-04,9482.43 
2743,51,0.02219 ,2.57E-04,42.98 
3040,51,0.02671 ,2.42E-04,11.74 
3087,51,0.01461 ,3.74E-04,185.41 
3107,51,0.01550 ,3.63E-04,257.27 
3188,51,0.02035 ,3.17E-04,106.37 
3206,51,0.02486 ,2.85E-04,30.82 
3253,51,0.01738 ,3.52E-04,185.19 
2226,51,0.04608 ,2.26E-04,117.27 
2311,51,0.17911 ,1.26E-04,8.59 
2610,51,0.03503 ,2.52E-04,143.77 
1092,50,0.07778 ,1.80E-04,33.50 
1404,50,0.02770 ,2.42E-04,39.15 
1405,50,0.04421 ,2.75E-04,33394.76 
1616,50,0.02338 ,3.11E-04,86.17 
1647,50,0.02621 ,2.47E-04,38.70 
1692,50,0.02386 ,3.13E-04,858.42 
1751,50,0.02500 ,2.60E-04,26.73 
1872,50,0.02611 ,2.54E-04,87.10 
2004,50,0.02389 ,2.60E-04,480.54 
2378,50,0.02384 ,2.59E-04,348.85 
520,50,0.01812 ,3.39E-04,1604.16 
3501,50,0.01222 ,4.62E-04,4971.02 
3677,50,0.01126 ,5.07E-04,9300.10 
2665,50,0.01763 ,3.41E-04,170.55 
