Id,degree,Betweenness Centrality,Eigenvector Centrality,PageRank
1203,8,355.70 ,0.01 ,1.80E-05
1221,8,84220.00 ,0.00 ,2.85E-05
11758,8,6814.25 ,0.01 ,2.00E-05
738,8,12115.90 ,0.01 ,2.81E-05
11770,8,135.30 ,0.01 ,1.77E-05
11777,8,286.07 ,0.01 ,1.83E-05
1404,8,847.40 ,0.02 ,2.05E-05
19235,8,566.14 ,0.01 ,1.90E-05
697,8,55004.77 ,0.01 ,2.04E-05
19236,8,1183.51 ,0.02 ,1.86E-05
11803,8,2126.89 ,0.01 ,1.93E-05
19241,8,102055.11 ,0.01 ,3.99E-05
8917,8,173923.58 ,0.00 ,3.75E-05
14097,8,76024.48 ,0.00 ,4.53E-05
1376,8,1373.68 ,0.02 ,1.91E-05
1479,8,672.18 ,0.01 ,2.21E-05
15111,8,13089.64 ,0.01 ,2.36E-05
9034,8,15097.10 ,0.01 ,2.21E-05
11992,8,1692.56 ,0.02 ,2.19E-05
15140,8,1833.35 ,0.01 ,2.27E-05
15143,8,30.29 ,0.01 ,1.97E-05
10890,8,172.30 ,0.02 ,2.36E-05
10153,8,854.53 ,0.01 ,2.05E-05
15190,8,66.71 ,0.01 ,1.97E-05
10930,8,43168.98 ,0.01 ,3.57E-05
15309,8,4857.62 ,0.01 ,2.03E-05
10932,8,15291.92 ,0.01 ,3.14E-05
22219,8,8526.96 ,0.00 ,2.86E-05
22220,8,134765.33 ,0.00 ,4.37E-05
1623,8,5881.60 ,0.01 ,2.23E-05
1633,8,50.12 ,0.01 ,2.12E-05
1690,8,705.00 ,0.02 ,1.94E-05
1708,8,1391.10 ,0.01 ,2.04E-05
1722,8,24061.46 ,0.01 ,2.38E-05
15396,8,7345.43 ,0.01 ,2.20E-05
15398,8,274.26 ,0.01 ,1.74E-05
15424,8,1354.43 ,0.00 ,2.01E-05
5609,8,3533.84 ,0.02 ,1.96E-05
15461,8,784.28 ,0.00 ,2.16E-05
15489,8,4166.25 ,0.02 ,1.84E-05
15491,8,77.54 ,0.01 ,1.74E-05
14521,8,188.14 ,0.01 ,1.87E-05
14211,8,96.02 ,0.00 ,1.90E-05
18879,8,11233.83 ,0.00 ,3.65E-05
18484,8,275.61 ,0.01 ,2.30E-05
18925,8,28763.77 ,0.00 ,3.20E-05
18932,8,62.79 ,0.00 ,2.50E-05
9717,8,40010.18 ,0.00 ,3.68E-05
12881,8,13057.03 ,0.01 ,2.43E-05
3949,8,4667.63 ,0.02 ,2.01E-05
18017,8,5615.66 ,0.00 ,2.75E-05
22310,8,6827.05 ,0.00 ,2.95E-05
14257,8,131.95 ,0.00 ,2.91E-05
14262,8,19045.92 ,0.00 ,3.89E-05
2372,8,5624.95 ,0.01 ,2.44E-05
22529,8,516.03 ,0.00 ,1.84E-05
8237,8,569.02 ,0.01 ,1.91E-05
19835,8,7.20 ,0.02 ,1.74E-05
4256,8,41.94 ,0.02 ,1.70E-05
22617,8,42.45 ,0.01 ,1.75E-05
2281,8,26.25 ,0.02 ,1.74E-05
2391,8,61469.42 ,0.02 ,2.63E-05
1983,8,1789.57 ,0.02 ,1.89E-05
2112,8,145.17 ,0.03 ,1.90E-05
2131,8,0.00 ,0.02 ,1.74E-05
2142,8,134884.77 ,0.03 ,2.67E-05
2160,8,3.74 ,0.03 ,1.66E-05
2202,8,760.20 ,0.02 ,1.88E-05
2211,8,6436.62 ,0.02 ,1.88E-05
2269,8,42607.04 ,0.02 ,1.86E-05
2277,8,13249.08 ,0.01 ,2.31E-05
2301,8,1326.78 ,0.01 ,1.74E-05
2316,8,101.60 ,0.02 ,1.77E-05
2332,8,4969.00 ,0.02 ,1.80E-05
2346,8,5.20 ,0.01 ,2.11E-05
2354,8,4293.94 ,0.02 ,2.07E-05
2595,8,16.17 ,0.02 ,1.78E-05
2632,8,143.72 ,0.01 ,2.03E-05
2641,8,189.77 ,0.02 ,2.25E-05
2645,8,12.22 ,0.02 ,1.74E-05
2695,8,105.65 ,0.01 ,2.64E-05
2699,8,21.08 ,0.01 ,2.25E-05
2741,8,1.45 ,0.01 ,2.51E-05
2823,8,138138.05 ,0.01 ,3.20E-05
2878,8,101076.00 ,0.01 ,3.30E-05
2893,8,2333.31 ,0.01 ,2.61E-05
2898,8,1503.10 ,0.01 ,1.85E-05
2930,8,6.94 ,0.02 ,1.94E-05
2934,8,2333.31 ,0.01 ,2.61E-05
2936,8,560.61 ,0.01 ,2.01E-05
2938,8,11389.44 ,0.01 ,2.68E-05
2953,8,3478.78 ,0.01 ,2.35E-05
2996,8,2367.65 ,0.01 ,2.68E-05
3006,8,123.71 ,0.01 ,1.74E-05
3029,8,42.68 ,0.01 ,1.88E-05
3044,8,141140.04 ,0.01 ,2.83E-05
3050,8,6244.42 ,0.01 ,2.66E-05
3056,8,18312.06 ,0.02 ,2.03E-05
3058,8,0.00 ,0.01 ,1.93E-05
3077,8,21862.62 ,0.01 ,3.15E-05
3130,8,44.42 ,0.01 ,2.89E-05
3132,8,107.15 ,0.01 ,1.91E-05
3205,8,0.00 ,0.01 ,2.10E-05
3206,8,0.00 ,0.01 ,2.10E-05
3209,8,27838.99 ,0.01 ,2.99E-05
3239,8,359.45 ,0.01 ,1.89E-05
3309,8,1.07 ,0.01 ,1.73E-05
3348,8,98.95 ,0.01 ,2.16E-05
3353,8,2590.22 ,0.01 ,2.66E-05
3354,8,526.11 ,0.01 ,2.02E-05
3356,8,4482.11 ,0.01 ,2.17E-05
3364,8,5.26 ,0.01 ,2.05E-05
3387,8,12.11 ,0.01 ,2.60E-05
3419,8,134441.17 ,0.01 ,4.20E-05
3422,8,27052.46 ,0.01 ,2.75E-05
3430,8,102272.50 ,0.01 ,2.71E-05
3433,8,0.00 ,0.02 ,1.83E-05
3434,8,0.00 ,0.02 ,1.83E-05
3527,8,15.54 ,0.01 ,1.80E-05
22634,8,31246.43 ,0.01 ,1.90E-05
16474,8,15.23 ,0.01 ,1.70E-05
7254,8,2186.07 ,0.01 ,1.88E-05
8645,8,2628.14 ,0.01 ,1.94E-05
14600,8,22261.88 ,0.00 ,3.55E-05
9982,8,36347.88 ,0.00 ,3.55E-05
4347,8,375.81 ,0.02 ,1.87E-05
15993,8,122.57 ,0.02 ,1.95E-05
5259,8,5878.75 ,0.02 ,1.76E-05
19379,8,54.76 ,0.01 ,1.73E-05
3910,8,57.32 ,0.02 ,1.78E-05
3919,8,10.13 ,0.01 ,1.67E-05
24250,8,100.73 ,0.00 ,1.65E-05
24251,8,100.73 ,0.00 ,1.65E-05
3954,8,129.73 ,0.02 ,1.65E-05
9968,8,1846.20 ,0.02 ,2.17E-05
17357,8,5.82 ,0.01 ,1.77E-05
22760,8,173.59 ,0.02 ,1.71E-05
5053,8,628.85 ,0.01 ,1.82E-05
11723,8,11758.47 ,0.01 ,2.33E-05
11964,8,3542.85 ,0.01 ,2.34E-05
11981,8,1.73 ,0.00 ,2.26E-05
11996,8,2520.91 ,0.01 ,2.34E-05
22473,8,22.65 ,0.01 ,1.68E-05
3735,8,144.93 ,0.01 ,1.86E-05
3791,8,177.69 ,0.01 ,1.70E-05
4022,8,1.74 ,0.02 ,1.62E-05
4162,8,55.64 ,0.01 ,1.65E-05
4199,8,34.74 ,0.02 ,1.78E-05
4207,8,35.69 ,0.01 ,1.70E-05
4220,8,1573.11 ,0.02 ,1.86E-05
4242,8,52.68 ,0.02 ,1.82E-05
4269,8,789.45 ,0.02 ,1.82E-05
4333,8,3.87 ,0.01 ,1.77E-05
4334,8,3.87 ,0.01 ,1.77E-05
4335,8,3.87 ,0.01 ,1.77E-05
4336,8,3.87 ,0.01 ,1.77E-05
4344,8,376.31 ,0.01 ,1.67E-05
4380,8,199.20 ,0.01 ,1.74E-05
4391,8,6280.06 ,0.01 ,2.07E-05
4419,8,17.62 ,0.01 ,1.72E-05
4442,8,1343.00 ,0.01 ,2.01E-05
4444,8,18.74 ,0.02 ,1.71E-05
4487,8,324.20 ,0.01 ,1.74E-05
19869,8,4980.64 ,0.01 ,1.84E-05
15545,8,669.87 ,0.02 ,1.86E-05
22903,8,196.02 ,0.01 ,1.69E-05
17660,8,206.81 ,0.01 ,1.85E-05
4504,8,3.44 ,0.01 ,1.96E-05
4518,8,4395.29 ,0.02 ,1.83E-05
4559,8,677.31 ,0.01 ,1.82E-05
4565,8,5550.77 ,0.01 ,2.37E-05
4591,8,246.99 ,0.01 ,1.77E-05
4614,8,3661.18 ,0.01 ,1.86E-05
4619,8,38.65 ,0.01 ,1.95E-05
4767,8,1676.15 ,0.01 ,1.92E-05
4808,8,395.55 ,0.01 ,2.15E-05
4818,8,36815.39 ,0.01 ,2.77E-05
10802,8,166.82 ,0.01 ,2.07E-05
19649,8,5320.19 ,0.01 ,1.96E-05
24520,8,4302.88 ,0.00 ,2.11E-05
25053,8,100.81 ,0.01 ,1.75E-05
23691,8,351.87 ,0.01 ,2.32E-05
15984,8,531.73 ,0.02 ,1.94E-05
10810,8,3835.01 ,0.02 ,2.54E-05
8398,8,224.49 ,0.01 ,1.85E-05
4979,8,288.69 ,0.02 ,1.75E-05
23657,8,7101.99 ,0.00 ,2.44E-05
16807,8,835.15 ,0.01 ,1.90E-05
16822,8,51736.11 ,0.01 ,2.78E-05
11620,8,2504.71 ,0.01 ,1.74E-05
16680,8,137.27 ,0.01 ,1.65E-05
5002,8,33905.68 ,0.02 ,2.21E-05
23984,8,191.28 ,0.01 ,1.70E-05
19391,8,155.34 ,0.01 ,1.70E-05
7318,8,793.05 ,0.01 ,1.99E-05
12385,8,23.71 ,0.01 ,2.09E-05
12617,8,481.87 ,0.01 ,1.98E-05
12720,8,1582.40 ,0.02 ,2.00E-05
25356,8,19.46 ,0.01 ,1.74E-05
4866,8,400.62 ,0.01 ,2.51E-05
12225,8,33696.59 ,0.03 ,2.24E-05
13077,8,5685.52 ,0.01 ,2.22E-05
23219,8,3481.26 ,0.00 ,2.35E-05
7170,8,874.86 ,0.02 ,1.85E-05
12081,8,378.08 ,0.01 ,2.28E-05
12082,8,69.38 ,0.02 ,1.84E-05
12141,8,1159.21 ,0.02 ,2.40E-05
12167,8,389591.09 ,0.01 ,3.44E-05
8202,8,1080.56 ,0.01 ,1.90E-05
8268,8,949.87 ,0.02 ,1.90E-05
12195,8,565.84 ,0.02 ,1.88E-05
12210,8,25.27 ,0.02 ,1.83E-05
12236,8,22.69 ,0.02 ,1.73E-05
12247,8,33.96 ,0.01 ,2.02E-05
12256,8,6833.75 ,0.01 ,2.09E-05
12318,8,21.83 ,0.01 ,1.90E-05
12347,8,305.77 ,0.01 ,2.23E-05
12348,8,305.77 ,0.01 ,2.23E-05
12449,8,6479.54 ,0.02 ,2.21E-05
12489,8,280.77 ,0.02 ,1.80E-05
12535,8,1428.37 ,0.02 ,2.43E-05
12541,8,2237.76 ,0.01 ,2.25E-05
10625,8,58896.75 ,0.01 ,2.26E-05
12634,8,9966.71 ,0.01 ,2.23E-05
12677,8,14.04 ,0.01 ,1.81E-05
12693,8,38110.86 ,0.01 ,2.93E-05
12751,8,69.59 ,0.02 ,1.88E-05
12775,8,127.28 ,0.01 ,2.04E-05
8288,8,634.66 ,0.01 ,1.90E-05
28144,8,0.00 ,0.00 ,2.00E-05
28146,8,0.00 ,0.00 ,2.00E-05
6873,8,6185.22 ,0.01 ,2.07E-05
14719,8,116822.09 ,0.01 ,3.64E-05
1074,8,243.04 ,0.01 ,2.03E-05
19421,8,0.00 ,0.01 ,1.76E-05
19430,8,7677.41 ,0.01 ,1.92E-05
19450,8,168466.89 ,0.00 ,4.11E-05
19452,8,75.17 ,0.00 ,2.90E-05
19459,8,25.56 ,0.01 ,1.85E-05
19484,8,201449.29 ,0.00 ,4.09E-05
17943,8,2159.81 ,0.01 ,2.94E-05
19584,8,1694.44 ,0.00 ,2.06E-05
5046,8,0.00 ,0.02 ,1.82E-05
5047,8,0.00 ,0.02 ,1.82E-05
5048,8,0.00 ,0.02 ,1.82E-05
5049,8,0.00 ,0.02 ,1.82E-05
24202,8,8.42 ,0.02 ,1.69E-05
8101,8,1818.92 ,0.01 ,2.00E-05
15987,8,3709.71 ,0.02 ,2.01E-05
8509,8,908.34 ,0.02 ,2.11E-05
24500,8,2002.61 ,0.01 ,2.77E-05
9029,8,5738.19 ,0.01 ,2.08E-05
5216,8,100.36 ,0.01 ,1.76E-05
5250,8,4357.70 ,0.02 ,1.93E-05
4854,8,243182.26 ,0.00 ,2.72E-05
4855,8,22507.00 ,0.00 ,2.88E-05
11692,8,783.62 ,0.01 ,1.93E-05
25459,8,8225.84 ,0.01 ,2.95E-05
16240,8,567.47 ,0.01 ,1.89E-05
22955,8,35.08 ,0.00 ,1.84E-05
20034,8,638.11 ,0.01 ,2.20E-05
20037,8,638.11 ,0.01 ,2.20E-05
14713,8,1854.48 ,0.01 ,2.36E-05
13208,8,16.23 ,0.01 ,1.77E-05
15667,8,653.08 ,0.01 ,1.77E-05
20264,8,1026.47 ,0.01 ,2.00E-05
18517,8,392.55 ,0.00 ,2.73E-05
1033,8,3977.06 ,0.00 ,2.22E-05
9041,8,9059.96 ,0.01 ,2.19E-05
9586,8,13656.75 ,0.00 ,2.50E-05
16017,8,3.55 ,0.01 ,1.96E-05
16049,8,22327.41 ,0.02 ,2.46E-05
16094,8,4.78 ,0.01 ,1.84E-05
23093,8,141.70 ,0.01 ,1.80E-05
23711,8,960.42 ,0.00 ,2.12E-05
15615,8,17.36 ,0.01 ,1.72E-05
15634,8,364.40 ,0.02 ,1.89E-05
15636,8,927.26 ,0.01 ,1.91E-05
9997,8,117.14 ,0.01 ,1.79E-05
8801,8,5424.73 ,0.02 ,2.23E-05
15677,8,70.90 ,0.01 ,1.94E-05
15681,8,1744.44 ,0.02 ,1.74E-05
15705,8,334.40 ,0.01 ,2.02E-05
15714,8,12296.84 ,0.01 ,2.25E-05
15720,8,2203.67 ,0.01 ,2.42E-05
15726,8,166.25 ,0.01 ,1.93E-05
15735,8,14465.96 ,0.01 ,2.16E-05
15800,8,1081.51 ,0.01 ,2.13E-05
15840,8,47088.47 ,0.01 ,2.77E-05
14704,8,1583.10 ,0.01 ,2.76E-05
14706,8,5451.43 ,0.01 ,2.56E-05
11123,8,137136.35 ,0.01 ,3.71E-05
7547,8,58.53 ,0.01 ,1.94E-05
7555,8,2.33 ,0.01 ,2.12E-05
7574,8,85.71 ,0.01 ,1.99E-05
7578,8,11.76 ,0.01 ,1.89E-05
7582,8,16.10 ,0.01 ,1.75E-05
7585,8,31.36 ,0.01 ,1.91E-05
7592,8,520.70 ,0.01 ,1.98E-05
7596,8,288.87 ,0.01 ,2.12E-05
7598,8,91.49 ,0.01 ,1.98E-05
7599,8,110.75 ,0.01 ,1.91E-05
7602,8,43.78 ,0.01 ,1.79E-05
19657,8,55.09 ,0.01 ,1.93E-05
16832,8,54.75 ,0.02 ,1.83E-05
8763,8,767.78 ,0.01 ,2.90E-05
8778,8,361.01 ,0.01 ,1.90E-05
15975,8,1295.43 ,0.02 ,1.96E-05
19813,8,933.72 ,0.01 ,2.30E-05
19841,8,3743.01 ,0.01 ,1.95E-05
7247,8,30465.62 ,0.01 ,2.30E-05
19859,8,21743.81 ,0.01 ,2.50E-05
19932,8,351.73 ,0.01 ,1.87E-05
9490,8,5948.23 ,0.00 ,2.53E-05
9313,8,1039.20 ,0.00 ,2.02E-05
16810,8,18.47 ,0.02 ,1.74E-05
24094,8,111.05 ,0.00 ,1.94E-05
24096,8,141.89 ,0.00 ,1.82E-05
26614,8,373.10 ,0.00 ,2.07E-05
23030,8,262199.45 ,0.00 ,4.59E-05
16074,8,2053.59 ,0.02 ,1.84E-05
9064,8,28245.61 ,0.01 ,2.12E-05
16265,8,163.82 ,0.01 ,2.05E-05
9307,8,3123.34 ,0.00 ,2.17E-05
28438,8,329.22 ,0.00 ,2.03E-05
13040,8,1351.56 ,0.02 ,1.83E-05
15868,8,793.35 ,0.00 ,2.77E-05
15873,8,435.14 ,0.00 ,2.30E-05
25263,8,51417.50 ,0.00 ,2.52E-05
5796,8,1990.77 ,0.01 ,2.01E-05
4955,8,0.00 ,0.02 ,1.75E-05
4956,8,0.00 ,0.02 ,1.75E-05
4957,8,0.00 ,0.02 ,1.75E-05
5075,8,523.65 ,0.02 ,1.94E-05
5152,8,1157.90 ,0.02 ,1.75E-05
5166,8,267.57 ,0.01 ,1.75E-05
5230,8,644.06 ,0.02 ,1.86E-05
5252,8,93.74 ,0.01 ,1.72E-05
7672,8,6553.46 ,0.01 ,2.24E-05
23260,8,415.26 ,0.00 ,1.77E-05
24316,8,2884.32 ,0.00 ,2.46E-05
23065,8,818.42 ,0.01 ,2.12E-05
23066,8,1604.44 ,0.01 ,1.77E-05
18350,8,7067.61 ,0.00 ,2.61E-05
18351,8,7067.61 ,0.00 ,2.61E-05
7443,8,2813.90 ,0.01 ,2.00E-05
26324,8,956.15 ,0.00 ,2.08E-05
5268,8,1.37 ,0.01 ,1.68E-05
5434,8,34397.82 ,0.01 ,2.53E-05
5467,8,26742.88 ,0.00 ,3.05E-05
5498,8,175163.64 ,0.00 ,3.60E-05
5524,8,745.35 ,0.01 ,1.83E-05
10320,8,96.03 ,0.01 ,1.90E-05
25300,8,55.54 ,0.01 ,1.81E-05
25073,8,7770.54 ,0.00 ,2.15E-05
25075,8,7770.54 ,0.00 ,2.15E-05
17529,8,6932.01 ,0.01 ,2.06E-05
7263,8,116.89 ,0.02 ,1.79E-05
23082,8,313.22 ,0.01 ,1.87E-05
5627,8,5015.28 ,0.01 ,2.04E-05
8549,8,307.47 ,0.01 ,1.81E-05
5839,8,39.09 ,0.02 ,1.90E-05
10031,8,20.99 ,0.01 ,2.33E-05
10033,8,141.37 ,0.01 ,2.32E-05
16091,8,7.05 ,0.01 ,1.78E-05
8115,8,1165.72 ,0.02 ,1.85E-05
10819,8,2117.58 ,0.01 ,2.55E-05
5873,8,10559.40 ,0.02 ,2.57E-05
10859,8,5170.84 ,0.01 ,2.61E-05
10889,8,57608.00 ,0.01 ,2.95E-05
16322,8,441472.54 ,0.01 ,3.48E-05
16356,8,51.80 ,0.01 ,2.38E-05
9417,8,1684.32 ,0.01 ,1.87E-05
16423,8,9220.69 ,0.01 ,2.49E-05
16455,8,6037.36 ,0.01 ,2.24E-05
5864,8,0.00 ,0.02 ,2.02E-05
5759,8,0.33 ,0.01 ,2.05E-05
5760,8,0.33 ,0.01 ,2.05E-05
7728,8,14.98 ,0.01 ,1.73E-05
5659,8,150.47 ,0.01 ,1.70E-05
5716,8,9.06 ,0.01 ,1.93E-05
23113,8,276.31 ,0.01 ,1.83E-05
24532,8,342.31 ,0.01 ,1.71E-05
13325,8,651.90 ,0.01 ,1.91E-05
8688,8,5451.67 ,0.01 ,2.60E-05
25401,8,1061.11 ,0.01 ,1.95E-05
20464,8,43.47 ,0.01 ,1.81E-05
5840,8,319.97 ,0.02 ,2.28E-05
18018,8,1150.71 ,0.01 ,1.91E-05
25014,8,1057.04 ,0.01 ,1.81E-05
6387,8,457.59 ,0.01 ,2.94E-05
6689,8,7.53 ,0.01 ,2.00E-05
23238,8,167.71 ,0.01 ,1.75E-05
23850,8,56.74 ,0.01 ,2.52E-05
23861,8,1372.82 ,0.01 ,2.36E-05
23942,8,235816.00 ,0.00 ,3.08E-05
17289,8,189.28 ,0.01 ,1.95E-05
25016,8,963.47 ,0.00 ,1.97E-05
8013,8,372.20 ,0.01 ,1.82E-05
19950,8,13.91 ,0.01 ,1.94E-05
9934,8,1415.16 ,0.01 ,2.13E-05
19963,8,28079.00 ,0.00 ,3.37E-05
19982,8,10.61 ,0.01 ,2.14E-05
19996,8,44917.67 ,0.00 ,3.47E-05
20002,8,6431.89 ,0.00 ,3.05E-05
20064,8,6.58 ,0.00 ,3.28E-05
20070,8,145881.08 ,0.00 ,4.00E-05
20074,8,67383.00 ,0.00 ,3.71E-05
9612,8,96734.21 ,0.00 ,3.72E-05
9615,8,78055.35 ,0.00 ,3.18E-05
16555,8,424.59 ,0.01 ,1.81E-05
7386,8,172.93 ,0.02 ,1.78E-05
6033,8,58.24 ,0.01 ,2.76E-05
6220,8,3910.55 ,0.01 ,2.25E-05
5904,8,5333.19 ,0.01 ,2.87E-05
5905,8,18.02 ,0.01 ,2.83E-05
5921,8,26601.85 ,0.01 ,3.11E-05
5932,8,22578.78 ,0.01 ,3.21E-05
6168,8,8737.65 ,0.01 ,2.76E-05
6169,8,8737.65 ,0.01 ,2.76E-05
6240,8,4040.19 ,0.01 ,2.04E-05
6262,8,79417.91 ,0.01 ,3.25E-05
7680,8,387.37 ,0.02 ,1.80E-05
8431,8,3114.80 ,0.01 ,2.27E-05
6811,8,37656.77 ,0.00 ,3.62E-05
25556,8,106673.70 ,0.00 ,4.17E-05
22520,8,7407.12 ,0.00 ,2.66E-05
6880,8,26710.83 ,0.01 ,2.47E-05
6891,8,1830.96 ,0.01 ,1.84E-05
6972,8,44.35 ,0.01 ,1.78E-05
6982,8,1526.85 ,0.01 ,2.49E-05
13029,8,3636.30 ,0.01 ,1.86E-05
16546,8,33734.26 ,0.01 ,2.96E-05
16562,8,844.06 ,0.01 ,1.81E-05
7831,8,200.90 ,0.01 ,2.10E-05
24005,8,2026.63 ,0.01 ,1.97E-05
17444,8,5098.16 ,0.01 ,2.48E-05
23165,8,120.62 ,0.00 ,2.05E-05
8928,8,1451.26 ,0.01 ,1.98E-05
27850,8,1.77 ,0.00 ,2.29E-05
27857,8,0.63 ,0.00 ,2.24E-05
27868,8,0.42 ,0.00 ,2.21E-05
27872,8,170.12 ,0.00 ,2.32E-05
23395,8,6.15 ,0.01 ,1.73E-05
23398,8,12.56 ,0.01 ,1.74E-05
7393,8,101164.33 ,0.01 ,2.78E-05
7340,8,134766.50 ,0.01 ,4.49E-05
7408,8,181.64 ,0.01 ,2.64E-05
8142,8,1083.14 ,0.01 ,1.91E-05
25602,8,0.00 ,0.00 ,2.14E-05
14406,8,1000.92 ,0.00 ,1.92E-05
27403,8,277.58 ,0.00 ,2.46E-05
13209,8,18.56 ,0.01 ,1.85E-05
26735,8,121.65 ,0.00 ,1.99E-05
26753,8,1.14 ,0.00 ,2.03E-05
26754,8,1.14 ,0.00 ,2.03E-05
14760,8,16561.66 ,0.00 ,2.54E-05
25605,8,11689.47 ,0.00 ,2.76E-05
16566,8,174291.41 ,0.01 ,3.47E-05
8838,8,162.24 ,0.01 ,1.83E-05
27921,8,37559.57 ,0.00 ,3.42E-05
9821,8,176.51 ,0.01 ,1.75E-05
18236,8,68.85 ,0.01 ,2.09E-05
7663,8,86312.03 ,0.02 ,2.76E-05
7691,8,15001.74 ,0.01 ,2.15E-05
7735,8,20.30 ,0.01 ,1.79E-05
7778,8,6.50 ,0.01 ,2.54E-05
7853,8,1.92 ,0.01 ,1.93E-05
24940,8,129.79 ,0.01 ,1.72E-05
8300,8,2420.49 ,0.01 ,2.12E-05
17826,8,88.39 ,0.01 ,1.83E-05
759,8,23051.05 ,0.00 ,2.95E-05
768,8,3106.70 ,0.00 ,2.48E-05
17532,8,5190.68 ,0.00 ,2.07E-05
17848,8,730.12 ,0.00 ,1.94E-05
22732,8,18867.88 ,0.00 ,2.67E-05
24835,8,632.56 ,0.01 ,2.20E-05
19003,8,39389.12 ,0.00 ,2.84E-05
8552,8,3858.66 ,0.01 ,2.32E-05
9928,8,101.88 ,0.00 ,2.15E-05
9729,8,1590.75 ,0.01 ,2.19E-05
8799,8,331056.30 ,0.01 ,4.57E-05
16619,8,13555.85 ,0.00 ,2.30E-05
16653,8,1373.50 ,0.01 ,1.89E-05
16694,8,47.29 ,0.00 ,1.93E-05
16733,8,613.19 ,0.01 ,1.73E-05
11266,8,102183.34 ,0.00 ,3.78E-05
23224,8,896.57 ,0.00 ,2.23E-05
23246,8,6971.13 ,0.00 ,3.19E-05
23506,8,983.86 ,0.00 ,2.26E-05
23507,8,9531.66 ,0.00 ,2.45E-05
26512,8,105.87 ,0.00 ,1.93E-05
20408,8,1.40 ,0.00 ,2.18E-05
13647,8,0.00 ,0.00 ,2.22E-05
13648,8,0.00 ,0.00 ,2.22E-05
26521,8,228.97 ,0.00 ,2.13E-05
13585,8,471.69 ,0.00 ,1.89E-05
26536,8,0.00 ,0.00 ,1.94E-05
26537,8,0.00 ,0.00 ,1.94E-05
26545,8,0.00 ,0.00 ,1.95E-05
26547,8,0.00 ,0.00 ,1.95E-05
26569,8,0.10 ,0.00 ,1.78E-05
26574,8,0.00 ,0.00 ,1.77E-05
20424,8,0.00 ,0.00 ,2.75E-05
20430,8,0.00 ,0.00 ,2.75E-05
20431,8,0.00 ,0.00 ,2.75E-05
20432,8,0.00 ,0.00 ,2.75E-05
20433,8,0.00 ,0.00 ,2.75E-05
16882,8,1760.12 ,0.01 ,2.20E-05
10403,8,7062.56 ,0.01 ,2.40E-05
16968,8,30620.16 ,0.01 ,3.46E-05
16969,8,2872.78 ,0.01 ,2.23E-05
16986,8,8.33 ,0.01 ,3.45E-05
17191,8,196192.51 ,0.01 ,2.77E-05
25664,8,5036.32 ,0.00 ,2.27E-05
23561,8,32.09 ,0.01 ,1.61E-05
12899,8,157161.60 ,0.00 ,3.89E-05
12917,8,235820.83 ,0.00 ,4.47E-05
25701,8,3398.10 ,0.00 ,2.32E-05
13232,8,3085.67 ,0.01 ,2.62E-05
30212,8,6652.33 ,0.00 ,3.39E-05
13314,8,61.92 ,0.01 ,1.86E-05
17559,8,605.36 ,0.01 ,1.92E-05
10070,8,2.41 ,0.01 ,2.09E-05
13101,8,33743.26 ,0.01 ,2.26E-05
24908,8,2891.34 ,0.00 ,2.38E-05
13091,8,101078.67 ,0.01 ,4.30E-05
13098,8,113.68 ,0.01 ,2.41E-05
13100,8,113.68 ,0.01 ,2.41E-05
13121,8,0.74 ,0.01 ,1.96E-05
13141,8,370551.00 ,0.01 ,5.06E-05
13161,8,135.23 ,0.01 ,3.16E-05
13168,8,134768.00 ,0.01 ,4.72E-05
13191,8,56.19 ,0.01 ,2.14E-05
13315,8,26.89 ,0.01 ,1.98E-05
13339,8,2640.98 ,0.01 ,1.75E-05
9317,8,3567.30 ,0.01 ,2.76E-05
17326,8,4.56 ,0.00 ,2.32E-05
23271,8,44.43 ,0.00 ,1.76E-05
18353,8,10918.64 ,0.00 ,2.80E-05
8716,8,25644.61 ,0.01 ,2.27E-05
10774,8,16934.26 ,0.01 ,1.94E-05
17385,8,16.32 ,0.01 ,1.85E-05
17453,8,3381.72 ,0.01 ,2.02E-05
17461,8,1234.88 ,0.00 ,1.99E-05
8566,8,40498.99 ,0.00 ,4.09E-05
25963,8,445.46 ,0.00 ,2.08E-05
28576,8,29854.99 ,0.00 ,3.51E-05
20661,8,82.14 ,0.00 ,1.91E-05
17762,8,3684.27 ,0.00 ,2.71E-05
17716,8,3041.63 ,0.01 ,2.01E-05
30570,8,13485.22 ,0.00 ,3.92E-05
30571,8,13485.22 ,0.00 ,3.92E-05
24061,8,1985.60 ,0.00 ,2.03E-05
24062,8,1985.60 ,0.00 ,2.03E-05
8924,8,44289.00 ,0.01 ,2.45E-05
17542,8,15.44 ,0.00 ,3.39E-05
17569,8,10607.41 ,0.01 ,2.03E-05
17572,8,33706.19 ,0.00 ,3.58E-05
17591,8,75815.47 ,0.00 ,3.57E-05
25954,8,28.72 ,0.00 ,2.02E-05
25863,8,69067.46 ,0.00 ,3.26E-05
18613,8,33701.83 ,0.00 ,4.04E-05
9439,8,480.48 ,0.01 ,1.82E-05
24090,8,1773.25 ,0.00 ,2.02E-05
20457,8,10495.06 ,0.00 ,3.09E-05
24985,8,80.46 ,0.00 ,1.91E-05
9047,8,5976.14 ,0.00 ,2.75E-05
9067,8,673.20 ,0.00 ,3.01E-05
9069,8,19872.80 ,0.00 ,3.19E-05
9084,8,199.59 ,0.00 ,2.16E-05
