Id,¶È,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
805,181,2.241313269,6043.006654,0.081550758
512,181,2.294664843,4028.701307,0.073967317
572,181,2.145554036,5446.290004,0.132712268
40,180,2.128864569,1524.299967,0.149122843
516,180,2.229822161,5871.814449,0.096385756
3265,179,2.360601915,1177.978017,0.397967505
182,179,2.130232558,3473.231247,0.132381264
162,179,2.156771546,2190.371632,0.143150728
204,179,2.142818057,11101.02867,0.100557009
107,179,2.210123119,7332.509171,0.087736045
3225,178,2.711627907,565.6661429,0.326355937
3375,178,2.787140903,46.72306353,0.453616026
3504,178,2.510807114,635.699805,0.417507814
45,178,2.170725034,5359.173159,0.122601052
339,178,2.242407661,16453.4323,0.089205243
94,178,2.120109439,6013.897461,0.139573337
3585,177,2.777838577,72.56467144,0.442816527
3272,177,2.686456908,125.8071968,0.440581579
261,177,2.254719562,4584.662271,0.088145796
36,177,2.120383037,6496.382918,0.131886756
3223,176,2.630369357,524.8884802,0.397179931
1427,176,2.641313269,721.4161208,0.410082009
638,176,2.260465116,5644.502134,0.082172794
286,176,2.255266758,4807.734659,0.082470458
342,176,2.135704514,6064.509047,0.106827038
1569,175,2.363611491,1075.061157,0.394269144
1567,175,2.577838577,719.1220228,0.40264311
2609,175,2.175649795,3369.99575,0.344039039
3327,175,2.678248974,121.4669979,0.437465388
19,175,2.256908345,5076.778172,0.084686457
79,175,2.148837209,6194.177171,0.092885841
3451,174,2.736525308,321.9966922,0.428570007
3236,174,2.676880985,348.053616,0.387294226
2855,174,2.491928865,1396.006586,0.317669152
435,174,2.151846785,8820.55965,0.084370445
205,174,2.152393981,12381.04114,0.10934999
3316,173,2.693844049,116.7993365,0.424189429
1559,173,2.49001368,457.3168901,0.426559212
52,173,2.136525308,4762.267283,0.131072641
1424,172,2.40246238,1373.968056,0.417765617
3489,172,2.721477428,248.4686635,0.4030967
3492,172,2.572640219,709.019737,0.4248685
669,172,2.137346101,4100.867874,0.118545193
89,172,2.161149111,4924.639447,0.136953205
417,172,2.17127223,8646.083762,0.085225694
105,172,2.143638851,2795.405364,0.12815648
78,172,2.091655267,6457.150851,0.140711955
3626,171,2.796716826,69.31025973,0.420322729
3283,171,2.725581395,216.4305602,0.401203751
3517,171,2.513269494,588.0019718,0.380805488
1565,171,2.524760602,404.7814049,0.403832336
803,171,2.086730506,6446.431729,0.211531633
42,171,2.148290014,3209.864494,0.138611322
968,171,2.108891929,2029.244638,0.153227198
495,171,2.120383037,8187.828755,0.112282201
220,171,2.115458276,3968.288798,0.136376507
3368,170,2.425170999,1498.896135,0.353934683
671,170,2.201367989,5414.821438,0.344496172
546,170,2.193980848,4118.34763,0.094085055
602,170,2.233926129,9145.060549,0.069413451
3343,169,2.269220246,3276.865042,0.293398977
1533,169,2.393980848,1492.308825,0.402413899
1566,169,2.341723666,2120.206644,0.368317152
3493,168,2.421887825,1643.080921,0.376386007
1573,168,2.774008208,111.3955521,0.389138896
74,168,2.224350205,7430.461357,0.0944356
354,168,2.181121751,15450.88811,0.201154132
482,168,2.225444596,7071.1244,0.076218957
786,168,2.141997264,4771.081663,0.136971521
623,168,2.203556772,6389.360618,0.087671951
3506,167,2.741176471,128.6719312,0.397578926
294,167,2.136525308,6955.290743,0.171745717
543,167,2.126128591,11358.25415,0.099266643
351,167,2.177838577,2077.215852,0.119856131
695,167,2.247332421,7976.261288,0.109779931
126,167,2.184678523,4283.290386,0.11306403
440,166,2.112995896,15442.41484,0.173003593
3293,166,2.529138167,479.1403989,0.41107253
3198,166,2.239124487,2342.96679,0.312659494
221,166,2.100957592,10084.4904,0.102440569
263,166,2.149658003,5855.994413,0.090561647
776,166,2.159781122,9751.019477,0.084064023
81,166,2.158139535,5879.1921,0.122533155
3338,165,2.550205198,562.3797442,0.356174245
3197,165,2.308891929,2030.144715,0.325405528
592,165,2.207387141,3468.651034,0.096921568
1560,164,2.443502052,6605.561757,0.274532248
653,164,2.175923393,3686.072839,0.08931304
765,164,2.101504788,10431.27171,0.114032588
694,164,2.129411765,3276.269557,0.130305521
113,164,2.161422709,2131.39385,0.125899441
219,164,2.109165527,6669.178704,0.120457925
537,164,2.099042408,2437.036805,0.150117089
1537,163,2.298221614,1394.555734,0.388428526
44,163,2.221340629,10418.83525,0.061783984
628,162,2.129685363,5943.112409,0.112251383
676,162,2.151573187,4267.207197,0.093251974
144,161,2.142270862,6304.341257,0.110160833
338,161,2.294117647,7178.380901,0.076790561
573,161,2.224350205,2925.758068,0.083971828
545,161,2.189876881,8107.273867,0.094344324
710,161,2.336798906,4608.935266,0.276864577
3588,160,2.467578659,864.0291829,0.366008785
290,160,2.364432285,5624.351367,0.061932067
231,160,2.215868673,2498.192592,0.109100838
801,160,2.124213406,5936.845297,0.146061862
632,160,2.270861833,4672.929231,0.268483778
425,160,2.181395349,5318.975745,0.100042425
3262,159,2.435567715,832.4289299,0.384034539
195,159,2.343912449,7029.148661,0.065042228
237,159,2.167715458,8737.398264,0.081722327
2310,158,2.752941176,545.4317052,0.288019206
3550,158,2.644049248,499.8437094,0.390516885
175,158,2.212859097,6284.849916,0.080601563
513,158,2.221614227,3524.6967,0.081499303
53,158,2.142270862,3359.849932,0.122917016
708,158,2.145554036,1083.897624,0.139773356
115,158,2.114637483,3237.853551,0.140625565
2980,157,2.290287278,2284.849117,0.376334557
3276,157,2.589329685,315.9872239,0.352120115
3320,157,2.767989056,93.1593019,0.357386569
2848,157,2.418878249,1602.457052,0.320085922
735,157,2.305882353,3450.187517,0.067694941
156,157,2.140629275,3939.049758,0.10594092
3531,156,2.548837209,452.4392896,0.361016251
3425,156,2.584131327,610.6950981,0.376369826
3597,155,2.798358413,39.61754811,0.399209251
236,155,2.313816689,4966.77131,0.071125704
163,155,2.128590971,8536.207641,0.094165101
199,155,2.329685363,3418.585214,0.086021718
3218,154,2.488919289,682.0637227,0.343560175
1540,154,2.396716826,917.4818922,0.341389515
1530,154,2.224350205,2900.043173,0.317296769
518,154,2.224897401,2307.161743,0.092786238
443,154,2.187688098,2358.133526,0.10918825
14,154,2.145280438,4969.486573,0.114886702
256,154,2.295485636,2521.346301,0.087797265
3366,153,2.627359781,322.2430649,0.335296582
3627,153,2.67250342,367.015454,0.371216574
3509,153,2.208207934,2415.008347,0.328572807
1423,153,2.169357045,4279.179286,0.294954468
288,153,2.163064295,3097.940453,0.119408827
178,153,2.207387141,3526.437915,0.096342679
167,153,2.265937073,10103.91678,0.066326343
933,153,2.120930233,1347.116173,0.137518084
3555,152,2.765253078,85.77628502,0.380709533
709,152,2.16744186,5775.592765,0.122732263
2918,152,2.144459644,1699.913417,0.120005595
402,152,2.143365253,2385.360944,0.114833093
901,152,2.120383037,1850.542647,0.140955452
320,152,2.151846785,8242.340871,0.119208941
3590,151,2.809302326,48.23934327,0.379073188
3364,151,2.471956224,769.7458994,0.289262774
648,151,2.327222982,3285.713249,0.063762635
273,151,2.126402189,8848.017836,0.131161967
778,151,2.169630643,6455.532143,0.099570332
479,151,2.182763338,2167.258727,0.103674735
64,151,2.203556772,4439.149346,0.093562339
86,151,2.218331053,11368.34432,0.102617772
3224,150,2.49001368,1116.13059,0.273749634
3403,150,2.544459644,479.1017985,0.348826452
3127,150,2.482352941,1321.478724,0.282763028
2163,150,2.750752394,205.1318264,0.330427197
797,150,2.124487004,5944.615247,0.120325391
702,150,2.206839945,3224.959853,0.234692776
566,150,2.270588235,4667.208571,0.071796729
472,150,2.2875513,8805.951978,0.057896772
3602,149,2.597811218,370.7298662,0.368364083
2537,149,2.20246238,2578.701338,0.286119932
3579,149,2.640492476,281.7420588,0.367477593
995,149,2.571545828,578.8929388,0.258844613
3206,149,2.701778386,291.0189664,0.318170065
278,149,2.170998632,4084.704915,0.113422781
502,149,2.114090287,1482.361625,0.131876128
139,149,2.227633379,12017.59234,0.068668485
337,149,2.213679891,3643.997446,0.083422731
3350,148,2.785499316,66.21931628,0.360333472
517,148,2.220246238,4751.784786,0.074753474
153,148,2.134062927,6179.117946,0.099221269
679,148,2.280437756,5623.437291,0.092475657
346,148,2.154309166,5924.941605,0.111360397
3567,147,2.578112175,891.0583186,0.293911232
3511,147,2.694117647,93.26867996,0.358662865
798,147,2.178112175,3535.550941,0.157732256
344,147,2.141723666,6188.618528,0.156905886
696,147,2.186046512,10281.05961,0.060616148
557,147,2.122298222,3365.229236,0.124200894
3488,146,2.374829001,1349.053983,0.346190936
3275,146,2.279343365,1494.267554,0.299272482
523,146,2.312722298,3450.922332,0.064510325
843,146,2.161696306,5648.790423,0.112852338
382,146,2.157865937,2881.731364,0.101641041
558,146,2.260465116,5665.855005,0.173628395
138,146,2.282900137,9333.16122,0.059472988
158,145,2.130232558,6311.343623,0.103606721
3408,145,2.621614227,394.7791992,0.313533477
2851,145,2.349931601,1742.334845,0.272210109
560,145,2.140355677,2236.171943,0.140168693
307,145,2.170725034,8822.205829,0.080506655
293,145,2.160601915,6692.437,0.099749133
852,145,2.141723666,6740.511372,0.101474382
423,145,2.269767442,8199.334486,0.055458142
285,145,2.141997264,1529.735345,0.121497451
711,145,2.138166895,1704.078211,0.138562009
506,145,2.350478796,5364.47441,0.059146358
3482,144,2.548290014,347.6146355,0.36511935
1541,144,2.496853625,502.0067617,0.331560961
1542,144,2.483447332,718.1691997,0.330857902
3392,144,2.788235294,43.82464108,0.374288874
3214,144,2.251983584,1512.627353,0.302367458
280,144,2.167168263,6814.51178,0.123023234
412,144,2.118194254,5365.663769,0.100337319
267,144,2.16005472,5379.116518,0.096648725
424,144,2.277701778,8660.195037,0.084430292
3456,143,2.733515732,121.838972,0.347392066
3239,143,2.507250342,874.5590041,0.312121261
601,143,2.404924761,3345.186868,0.055250709
192,143,2.169904241,4026.857802,0.093237238
967,143,2.178385773,4435.240799,0.082947135
3461,142,2.364158687,2528.254618,0.306906693
3333,142,2.548563611,686.7477549,0.253629781
3548,142,2.627633379,329.4000793,0.348412704
532,142,2.114911081,4238.472813,0.111016155
136,142,2.135157319,3301.280739,0.092649908
262,142,2.137072503,4348.060536,0.183634038
378,142,2.157045144,3791.578384,0.100346449
3508,141,2.783310534,47.22935812,0.353736442
3400,141,2.442134063,1195.551924,0.275820025
712,141,2.125854993,3994.490202,0.146272522
414,141,2.171545828,6365.230175,0.151287786
600,141,2.267578659,3763.986035,0.0683343
596,141,2.394801642,2501.204238,0.05876072
934,141,2.403830369,11018.93321,0.043559896
593,141,2.220793434,1572.370419,0.098935695
215,141,2.205471956,7283.737942,0.078776206
540,141,2.2,2920.878688,0.093886177
3485,140,2.607934337,191.1995363,0.354646894
3395,140,2.772366621,62.10011896,0.334638065
381,140,2.232831737,2628.160067,0.090178701
68,140,2.27250342,5640.009058,0.059687025
977,139,2.279069767,2362.271272,0.255908854
637,139,2.30998632,2019.358706,0.070895842
746,139,2.203009576,5398.505493,0.080939632
542,139,2.279890561,6266.330723,0.064577362
193,139,2.235294118,1831.722416,0.08441268
434,139,2.125581395,1113.136965,0.125598029
452,139,2.135430917,3069.436219,0.104464397
475,139,2.236935705,6689.414047,0.084346971
3363,138,2.441039672,1121.270877,0.290280351
1610,138,2.30752394,1300.473522,0.287926847
570,138,2.213406293,3171.299496,0.091343228
112,138,2.307250342,4651.120648,0.06486397
519,138,2.224623803,4196.953169,0.071260681
3606,137,2.776744186,124.4163611,0.330383914
2858,137,2.505335157,1280.253696,0.226692856
75,137,2.152120383,5314.025878,0.134606199
686,137,2.136525308,3570.559883,0.176110408
527,137,2.289192886,1807.904683,0.06844832
563,137,2.134062927,8978.616609,0.092427631
639,137,2.269767442,3890.039506,0.073037317
493,137,2.252804378,3526.701306,0.070685066
973,137,2.119288646,4390.559004,0.132190504
1550,136,2.451983584,526.7402894,0.311036239
3387,136,2.56497948,292.4219737,0.329932887
525,136,2.175376197,3532.892601,0.083556905
578,136,2.370998632,2075.694412,0.06686425
3554,135,2.812311902,36.42896272,0.343877336
446,135,2.119288646,5460.076081,0.110571136
3331,134,2.611491108,437.4950613,0.285169126
1561,134,2.61751026,201.8093439,0.320144676
520,134,2.259644323,2212.458126,0.077426852
784,134,2.178112175,4426.495928,0.087225777
399,134,2.206566347,7396.818318,0.062440013
459,134,2.152667579,5533.495789,0.113067504
3351,133,2.663201094,498.9559229,0.220715089
3376,133,2.738987688,105.8984874,0.306536072
377,133,2.146101231,2541.007893,0.109875593
640,133,2.169630643,2120.754074,0.098722408
292,133,2.294391245,1725.572288,0.07105546
147,133,2.276060192,4129.936028,0.064200285
946,132,2.439124487,1574.250684,0.235689358
3329,132,2.773187415,115.4809799,0.287837428
3312,132,2.57619699,531.7700003,0.307219984
311,132,2.211491108,6187.832535,0.066272671
1852,132,2.131600547,1088.341913,0.126889683
96,132,2.14254446,4120.230392,0.081745157
103,132,2.18878249,2142.033679,0.106936462
100,132,2.223255814,1603.074754,0.100521688
3419,131,2.407934337,781.1801804,0.304120313
2846,131,2.282079343,1751.026568,0.254619197
1023,131,2.6374829,201.5095912,0.305655007
264,131,2.172093023,1685.374984,0.108628164
928,131,2.158686731,1654.384739,0.113819602
451,131,2.130506156,3890.768978,0.123025666
208,131,2.306155951,4865.063316,0.060752479
3571,130,2.741450068,97.00032543,0.330268898
664,130,2.198084815,4610.714012,0.069802129
568,130,2.245417237,1382.891489,0.086344811
160,130,2.211764706,3380.937545,0.077910046
253,129,2.382216142,2910.536197,0.05190598
714,129,2.221887825,7547.481521,0.063078164
724,129,2.250615595,3915.891513,0.062333156
678,129,2.245964432,3738.122764,0.080375784
4,129,2.14254446,2575.552919,0.096672731
3221,128,2.743912449,188.2224141,0.29923703
3433,128,2.788508892,73.92485313,0.305949225
3209,128,2.38878249,691.9992102,0.268107428
795,128,2.263201094,4809.026409,0.070453285
395,128,2.194254446,4181.349868,0.081173383
660,128,2.242407661,3292.924443,0.067559327
229,128,2.444049248,5206.898887,0.048652791
87,128,2.189056088,4375.517152,0.07652112
247,128,2.229001368,5835.246466,0.088166089
3353,127,2.538987688,647.7854198,0.222524023
3436,127,2.478522572,1339.742087,0.206066476
866,127,2.243502052,4976.445737,0.072485938
1065,127,2.311901505,3040.968167,0.059391707
799,127,2.395348837,3947.995372,0.05080292
529,127,2.352941176,2991.799282,0.058045243
301,127,2.298221614,8039.994701,0.061553117
1621,126,2.70123119,412.2829395,0.215867227
332,126,2.215868673,7612.846402,0.061154047
183,126,2.212038304,5150.901917,0.076135315
1189,125,2.229822161,1665.256478,0.219622028
965,125,2.340355677,3873.693762,0.139422915
662,125,2.124487004,3980.465684,0.089379632
760,125,2.149658003,962.4709265,0.111220443
1615,124,2.774555404,204.7170832,0.191642866
3397,124,2.684268126,451.6295462,0.216305785
3068,124,2.765526676,147.7051768,0.292169719
1788,124,2.151025992,1607.77907,0.103617699
471,124,2.135704514,1075.780331,0.105970051
165,124,2.252804378,3350.903024,0.068155093
109,124,2.180574555,2413.661641,0.082372421
58,124,2.169357045,3473.158501,0.122925807
405,124,2.193160055,2570.805638,0.083140674
429,124,2.165253078,3123.692577,0.087310492
3583,123,2.824897401,21.70318096,0.313346896
3434,123,2.616689466,441.6267517,0.208833858
1597,123,2.304514364,1812.958928,0.237118094
279,123,2.271135431,10156.83926,0.052856911
3358,122,2.737072503,243.9575634,0.219458886
188,122,2.201094391,2708.256449,0.073801228
50,122,2.295485636,2199.990653,0.06838153
2162,121,2.680711354,842.8547577,0.208796449
3210,121,2.730779754,128.3145777,0.294694047
514,121,2.327222982,1762.462057,0.056989665
184,121,2.152120383,5327.024991,0.105373827
218,121,2.361422709,950.2783721,0.081379205
3619,120,2.603283174,260.2300109,0.276767971
3609,120,2.728590971,75.05624239,0.295131096
1509,120,2.270588235,1212.235678,0.234283612
3546,120,2.827633379,28.25887593,0.298025364
3396,120,2.430369357,848.1316231,0.263673993
137,120,2.216415869,3211.251141,0.072906254
3280,119,2.537893297,323.3244152,0.273625959
3411,119,2.465663475,1026.543451,0.212548776
3128,119,2.786320109,126.4392654,0.253549095
817,119,2.199452804,4673.337344,0.055742999
465,119,2.1625171,6896.602206,0.080549932
83,119,2.23119015,2036.257007,0.082068374
929,119,2.15376197,4191.812622,0.113890661
779,119,2.171819425,690.769478,0.105718931
649,119,2.314911081,9190.232562,0.111791419
3421,118,2.758960328,67.53789837,0.280019535
552,118,2.37619699,5827.869561,0.048501738
327,118,2.352941176,3248.121052,0.050735378
1106,118,2.151846785,3600.408489,0.107187617
836,118,2.246511628,6370.937656,0.051405541
807,118,2.348837209,6139.580385,0.117809077
161,118,2.183036936,2044.366992,0.109293862
3629,117,2.825444596,15.5081306,0.305339405
1614,117,2.777564979,120.1149544,0.225798391
370,117,2.253898769,3198.546574,0.06123526
585,117,2.275512996,5281.055698,0.06506476
243,117,2.253625171,3628.619371,0.062603581
565,117,2.148563611,2139.272425,0.099664478
476,117,2.469767442,2641.506634,0.047476443
3287,116,2.775376197,37.84052187,0.282794453
3505,116,2.357045144,4694.867225,0.150462032
3399,116,2.708618331,150.2226578,0.262989079
650,116,2.282900137,3652.187131,0.057364353
347,116,2.13871409,2037.289274,0.110284682
323,115,2.277428181,3248.663992,0.063915235
547,115,2.202735978,3089.888448,0.068936067
3362,114,2.640492476,281.799249,0.220927659
3334,114,2.750205198,74.85869483,0.25660467
785,114,2.467578659,8943.628753,0.072330819
831,114,2.224076607,1976.811362,0.072556155
1057,114,2.181121751,1064.396093,0.093330095
114,114,2.232010944,2257.681076,0.083648402
3416,113,2.459370725,645.7044495,0.244051284
1535,113,2.809575923,140.3309284,0.21981856
1420,113,2.179480164,1210.050652,0.088427352
1927,113,2.146101231,1005.292594,0.103894206
808,113,2.293023256,4860.596163,0.110270398
699,113,2.146101231,5407.385028,0.100899751
108,113,2.189329685,5390.402683,0.062852802
1613,112,2.641586867,295.7955433,0.223704617
1022,112,2.207660739,558.016312,0.109019173
297,112,2.210123119,1691.236814,0.077454595
80,112,2.286183311,3459.579353,0.047491279
1599,111,2.526128591,696.0014505,0.160979397
3226,111,2.694117647,434.3867824,0.178645867
1236,111,2.609302326,182.1246384,0.253289052
740,111,2.381942544,3522.975192,0.053911452
522,111,2.425170999,2770.585723,0.049488169
580,111,2.306429549,4410.467293,0.053414602
3501,110,2.830642955,20.21109987,0.282045759
3367,110,2.620246238,172.4372434,0.247637872
1662,110,2.187688098,980.3252254,0.085946707
616,110,2.337072503,3061.595486,0.055074019
376,110,2.179206566,833.5431623,0.099365865
391,110,2.243228454,1203.219086,0.081815647
627,110,2.282352941,3160.747216,0.063526657
186,110,2.328864569,3335.768636,0.085340248
501,110,2.302872777,3932.241898,0.070057205
3568,109,2.82380301,186.7965021,0.170150455
3342,109,2.774008208,64.65076832,0.254154928
609,109,2.324213406,4108.466226,0.056287417
505,109,2.178385773,1003.178731,0.102392571
101,109,2.22626539,1648.627424,0.072772149
3611,108,2.512175103,1067.667719,0.214318985
3304,108,2.812585499,51.45675958,0.250516169
319,108,2.315731874,3045.064582,0.04106846
1498,108,2.131600547,12300.03565,0.106042563
2226,108,2.151846785,1051.168702,0.095242248
313,108,2.346648427,4333.532844,0.045943949
61,108,2.24623803,816.2387355,0.088057686
170,108,2.397264022,4130.128733,0.040197933
3477,107,2.7250342,218.7999695,0.189478667
1623,107,2.464021888,1291.176773,0.198811394
3337,107,2.59753762,269.871489,0.23408749
610,107,2.245143639,2003.132713,0.06326313
1371,107,2.226538988,4498.208212,0.074296575
902,107,2.167989056,4417.900465,0.096176513
356,107,2.273597811,1926.631456,0.080760227
255,107,2.165253078,568.6914218,0.108731022
752,107,2.324213406,4304.328686,0.057612644
355,107,2.216963064,2001.790552,0.077964959
1602,106,2.39370725,991.6404057,0.225872359
2690,106,2.784678523,60.22013492,0.269148344
521,106,2.394254446,1470.934352,0.052596842
1570,106,2.809302326,33.07147149,0.264030045
1347,106,2.192886457,1033.837394,0.089859016
3126,105,2.513816689,812.5103442,0.161146531
1556,105,2.770725034,195.1645378,0.17129963
3349,105,2.761422709,239.3231731,0.17783432
606,105,2.354035568,1942.476727,0.047470811
1856,105,2.150752394,1344.739054,0.096970271
726,105,2.161149111,2602.607199,0.092775572
91,105,2.162790698,607.8353917,0.099241975
289,105,2.371545828,4785.327683,0.069878562
3339,104,2.759781122,49.48068621,0.244806169
3549,104,2.836935705,11.19742577,0.270070684
3335,104,2.775923393,212.6387377,0.179857735
3391,104,2.826538988,24.95222781,0.252941829
480,104,2.361696306,3103.721967,0.045577415
1314,104,2.238303694,622.188424,0.079768768
154,104,2.27879617,2196.645638,0.059365821
272,104,2.26374829,856.7149126,0.097500816
1546,103,2.653077975,175.4832641,0.238559448
2423,103,2.76497948,95.52771989,0.220955452
403,103,2.309165527,3417.971296,0.050008923
419,103,2.202188782,10187.87435,0.084547753
76,103,2.308071135,1613.943335,0.062538329
324,103,2.240766074,7174.525906,0.086110667
3359,102,2.350205198,3398.218659,0.147944994
2150,102,2.795348837,275.7872851,0.168402783
3518,102,2.830916553,13.36084423,0.270776953
1426,102,2.163064295,3521.580039,0.099089409
1300,102,2.48372093,2915.074859,0.031320519
656,102,2.165800274,632.55821,0.088251841
71,102,2.344733242,1513.005456,0.050156527
489,102,2.327222982,3718.912326,0.051490387
2854,101,2.63119015,458.9220216,0.148786398
631,101,2.393160055,2428.087833,0.047337947
839,101,2.213679891,4461.267197,0.07563461
774,101,2.332147743,2401.271726,0.050310838
1480,101,2.157318741,943.689857,0.088276736
122,101,2.271956224,2365.858087,0.054855173
1192,101,2.148837209,442.5868141,0.100937825
1048,101,2.172640219,1158.090667,0.086278213
3429,100,2.673324213,422.6733198,0.16884025
3595,100,2.352393981,1402.072771,0.184765398
3478,100,2.482900137,577.4071512,0.221534856
642,100,2.321751026,4340.398433,0.069646726
1439,100,2.239671683,1104.112265,0.072388497
697,100,2.375102599,3656.989667,0.03842403
171,100,2.248974008,3594.449662,0.053851122
3360,99,2.820246238,109.7889268,0.153917977
2246,99,2.777291382,106.5627983,0.215374012
1159,99,2.139261286,8738.16691,0.079513956
3322,98,2.81751026,150.5140493,0.164534941
2085,98,2.166894665,7937.170634,0.090902368
903,98,2.18495212,354.2690264,0.09952264
190,98,2.203009576,656.8799876,0.079995028
541,98,2.458823529,1243.168657,0.049574603
408,98,2.32120383,3423.305396,0.047729779
641,98,2.517647059,1680.479909,0.03845762
619,98,2.376744186,1724.858946,0.05060839
60,98,2.225444596,2829.949622,0.059839694
3649,97,2.275239398,2028.700033,0.170720983
3344,97,2.615321477,956.2019931,0.12735386
3382,97,2.244049248,2097.082691,0.158556709
3600,97,2.82872777,20.52693288,0.244047198
2856,97,2.734336525,182.475404,0.156196164
3336,97,2.350205198,1602.597249,0.156854423
3355,97,2.807113543,144.7436185,0.161759902
3394,97,2.786320109,58.27381303,0.218995827
2088,97,2.179753762,1204.866021,0.089478885
2620,97,2.157318741,689.0971923,0.09288714
2375,97,2.155129959,699.6311612,0.08783734
1571,97,2.859917921,18.73000287,0.238565188
1256,97,2.160875513,493.9615321,0.095598095
673,97,2.181395349,3033.195406,0.095020439
373,97,2.374555404,4023.291924,0.074497843
2694,96,2.800820793,141.9593294,0.18437446
3383,96,2.806839945,26.21766978,0.252836213
1587,96,2.215321477,701.0581395,0.079302551
530,96,2.19753762,2991.741838,0.078917871
1167,96,2.161696306,833.1328978,0.087077058
444,96,2.192886457,1506.77849,0.088944174
793,96,2.17619699,1937.546907,0.078599008
605,96,2.184404925,1758.809845,0.075988605
460,96,2.441039672,2144.678088,0.041507786
3030,95,2.106703146,2189.368595,0.107235264
2849,95,2.769357045,63.22043255,0.194472707
180,95,2.430916553,3206.895802,0.039653272
1886,95,2.143912449,1213.483391,0.088607722
845,95,2.175649795,4351.622812,0.086134626
389,95,2.412585499,2354.154679,0.039020636
3614,94,2.778932969,39.86448328,0.238994406
3512,94,2.796716826,33.76348869,0.22048653
1259,94,2.178385773,5104.633164,0.090270065
734,94,2.461559508,2155.477915,0.036644957
617,94,2.586867305,3095.98241,0.023504872
705,94,2.163337893,1080.682618,0.088253323
759,94,2.155129959,906.0349102,0.090129048
1194,94,2.176744186,1523.125167,0.077990278
741,94,2.197264022,519.1421017,0.080797556
173,94,2.316826265,2524.72677,0.04820012
203,94,2.48125855,1649.006426,0.038626327
3365,93,2.748563611,284.9479122,0.165164935
3437,93,2.815595075,16.9882831,0.238138595
567,93,2.433378933,2405.715293,0.035675651
1198,93,2.149384405,936.1297392,0.082252581
559,93,2.201915185,2067.118727,0.075236643
84,93,2.436388509,758.5804457,0.049553424
857,93,2.187961696,2335.487885,0.092283322
569,93,2.204651163,1010.290409,0.085562845
257,93,2.284268126,1655.019818,0.075577017
634,93,2.179753762,1242.840926,0.077376398
358,93,2.470588235,2082.442062,0.039301135
1603,92,2.658276334,370.5816007,0.143197599
3348,92,2.697127223,255.377254,0.146086054
3063,92,2.166894665,995.4331473,0.072408726
582,92,2.218057456,537.1365681,0.079369228
2132,92,2.147742818,534.8044492,0.093848254
2055,92,2.156771546,519.6717115,0.083626301
1672,92,2.20246238,773.9079226,0.07408056
1036,92,2.194801642,737.5811869,0.078843437
757,92,2.208207934,667.2528082,0.080171068
1501,91,2.167168263,889.2339366,0.082851521
3413,90,2.560601915,802.0627694,0.146471451
3574,90,2.67250342,247.6043704,0.221252332
1160,90,2.181668947,4317.101141,0.07648104
1677,90,2.217236662,1008.069903,0.064853828
853,90,2.200820793,481.3857618,0.085087818
3237,89,2.525307798,358.0855357,0.192018221
3384,89,2.568262654,258.0559293,0.167344545
2201,89,2.185499316,980.5847448,0.083436646
844,89,2.195348837,816.7853109,0.075101663
1242,89,2.199452804,533.4295147,0.083897295
48,89,2.224076607,1287.270996,0.075077682
3522,88,2.831737346,12.20293876,0.23726376
3435,88,2.806019152,26.56476518,0.203153973
2061,88,2.187961696,4234.770805,0.078084457
1655,88,2.185772914,1254.801343,0.065844407
780,88,2.185499316,852.5711746,0.079709522
3356,87,2.79370725,70.10197477,0.209473624
409,87,2.318467852,1716.180738,0.118422859
2852,87,2.787961696,112.0280136,0.195597268
2545,87,2.183584131,2213.506185,0.08436234
834,87,2.189876881,1309.64952,0.085701432
1963,87,2.198905609,774.2914688,0.068365982
1839,87,2.197811218,484.4192077,0.080961654
707,87,2.183857729,527.8154399,0.082229555
515,87,2.551846785,1749.512124,0.030830704
950,86,2.164705882,580.1346092,0.082284516
1674,86,2.199452804,300.3286866,0.086654101
976,86,2.163611491,1084.474265,0.077563298
1392,86,2.173187415,455.5829835,0.085415347
581,86,2.493570451,1488.005963,0.039515372
3628,85,2.814227086,19.34634888,0.213502034
701,85,2.18002736,590.5824559,0.084292107
1767,85,2.161149111,1131.592355,0.083638919
3641,84,2.737072503,176.2863388,0.158432471
3371,84,2.810123119,18.9476236,0.213400027
2260,84,2.18495212,1117.814738,0.070012491
1735,84,2.157865937,4222.882861,0.092109883
1188,84,2.205745554,976.4294323,0.068460758
1400,84,2.148016416,1032.906616,0.086500187
118,84,2.258002736,5568.703803,0.061081137
2352,83,2.22380301,742.3998843,0.059911638
2048,83,2.183584131,4018.744808,0.084364139
856,83,2.174281806,5143.852502,0.080217173
2355,83,2.165253078,844.3206848,0.085851084
1993,83,2.206019152,4881.817063,0.062690608
663,83,2.241586867,400.4039193,0.072804384
1444,83,2.184404925,1759.626681,0.075580845
1269,83,2.183584131,949.8849247,0.073961149
646,83,2.210943912,463.9664637,0.065288009
2772,82,2.173461012,426.1290839,0.076261836
1289,82,2.198632011,501.4791113,0.073857401
753,82,2.195075239,394.3958251,0.073926321
455,82,2.174008208,5095.454923,0.073814522
3613,81,2.853077975,6.199497919,0.217505322
994,81,2.196443228,468.9292031,0.08401031
2523,81,2.184678523,381.2748058,0.085710219
2100,81,2.197811218,542.3564094,0.066509905
2405,81,2.194801642,4164.030056,0.065289079
981,81,2.193160055,417.1182747,0.083372894
